Orthogroup	Duplications (all)	Duplications (50% support)
OG0002792	5	5
OG0002793	5	5
OG0002794	5	5
OG0002795	5	5
OG0002796	5	5
OG0002797	5	5
OG0002798	5	5
OG0002799	6	6
OG0002800	5	5
OG0002801	5	5
OG0002802	4	4
OG0002803	5	5
OG0002804	5	5
OG0002805	5	5
OG0002806	5	5
OG0002807	5	5
OG0002808	5	5
OG0002809	5	5
OG0002810	5	5
OG0002811	5	5
OG0002812	5	5
OG0002813	5	5
OG0002814	5	5
OG0002815	5	5
OG0002816	5	5
OG0002817	5	5
OG0002818	5	5
OG0002819	5	5
OG0002820	5	5
OG0002821	5	5
OG0002822	6	6
OG0002823	6	6
OG0002824	6	6
OG0002825	6	6
OG0002826	6	6
OG0002827	6	6
OG0002828	6	6
OG0002829	6	6
OG0002830	6	6
OG0002831	6	6
OG0002832	6	6
OG0002833	6	6
OG0002834	6	6
OG0002835	6	6
OG0002836	6	6
OG0002837	6	6
OG0002838	6	6
OG0002839	6	6
OG0002840	6	6
OG0002841	6	6
OG0002842	6	6
OG0002843	6	6
OG0002844	6	6
OG0002845	6	6
OG0002846	6	6
OG0002847	6	6
OG0002848	6	6
OG0002849	6	6
OG0002850	6	6
OG0002851	6	6
OG0002852	6	6
OG0002853	6	6
OG0002854	6	6
OG0002855	6	6
OG0002856	6	6
OG0002857	6	6
OG0002858	6	6
OG0002859	6	6
OG0002860	6	6
OG0002861	6	6
OG0002862	6	6
OG0002863	6	6
OG0002864	6	6
OG0002865	6	6
OG0002866	6	6
OG0002867	6	6
OG0002868	6	6
OG0002869	6	6
OG0002870	6	6
OG0002871	6	6
OG0002872	6	6
OG0002873	6	6
OG0002874	6	6
OG0002875	6	6
OG0002876	6	6
OG0002877	6	6
OG0002878	6	6
OG0002879	6	6
OG0002880	6	6
OG0002881	6	6
OG0002882	6	6
OG0002883	6	6
OG0002884	6	6
OG0002885	6	6
OG0002886	6	6
OG0002887	6	6
OG0002888	6	6
OG0002889	6	6
OG0002890	6	6
OG0002891	6	6
OG0002892	6	6
OG0002893	6	6
OG0002894	6	6
OG0002895	6	6
OG0002896	6	6
OG0002897	6	6
OG0002898	6	6
OG0002899	6	6
OG0002900	6	6
OG0002901	6	6
OG0002902	6	6
OG0002903	6	6
OG0002904	6	6
OG0002905	6	6
OG0002906	6	6
OG0002907	6	6
OG0002908	6	6
OG0002909	6	6
OG0002910	6	6
OG0002911	6	6
OG0002912	6	6
OG0002913	6	6
OG0002914	6	6
OG0002915	6	6
OG0002916	6	6
OG0002917	6	6
OG0002918	6	6
OG0002919	6	6
OG0002920	6	6
OG0002921	6	6
OG0002922	6	6
OG0002923	6	6
OG0002924	6	6
OG0002925	6	6
OG0002926	6	6
OG0002927	6	6
OG0002928	6	6
OG0002929	6	6
OG0002930	6	6
OG0002931	6	6
OG0002932	6	6
OG0002933	6	6
OG0002934	6	6
OG0002935	6	6
OG0002936	6	6
OG0002937	6	6
OG0002938	6	6
OG0002939	6	6
OG0002940	6	6
OG0002941	6	6
OG0002942	6	6
OG0002943	6	6
OG0002944	6	6
OG0002945	6	6
OG0002946	6	6
OG0002947	6	6
OG0002948	6	6
OG0002949	6	6
OG0002950	6	6
OG0002951	6	6
OG0002952	6	6
OG0002953	6	6
OG0002954	4	4
OG0002955	5	5
OG0002956	5	5
OG0002957	4	4
OG0002958	5	5
OG0002959	5	5
OG0002960	4	4
OG0002961	5	5
OG0002962	5	5
OG0002963	4	4
OG0002964	5	5
OG0002965	4	4
OG0002966	4	4
OG0002967	4	4
OG0002968	3	3
OG0002969	4	4
OG0002970	4	4
OG0002971	4	4
OG0002972	3	3
OG0002973	4	4
OG0002974	5	5
OG0002975	5	5
OG0002976	4	4
OG0002977	4	4
OG0002978	4	4
OG0002979	4	4
OG0002980	5	5
OG0002981	5	5
OG0002982	5	5
OG0002983	4	4
OG0002984	5	5
OG0002985	4	4
OG0002986	4	4
OG0002987	5	5
OG0002988	5	5
OG0002989	4	4
OG0002990	5	5
OG0002991	5	5
OG0002992	4	4
OG0002993	5	5
OG0002994	3	3
OG0002995	5	5
OG0002996	5	5
OG0002997	5	5
OG0002998	4	4
OG0002999	4	4
OG0003000	4	4
OG0003001	5	5
OG0003002	5	5
OG0003003	5	5
OG0003004	4	4
OG0003005	3	3
OG0003006	4	4
OG0003007	5	5
OG0003008	5	5
OG0003009	5	5
OG0003010	5	5
OG0003011	4	4
OG0003012	5	5
OG0003013	4	4
OG0003014	5	5
OG0003015	4	4
OG0003016	5	5
OG0003017	4	4
OG0003018	4	4
OG0003019	4	4
OG0003020	4	4
OG0003021	4	4
OG0003022	4	4
OG0003023	5	5
OG0003024	4	4
OG0003025	4	4
OG0003026	5	5
OG0003027	4	4
OG0003028	4	4
OG0003029	5	5
OG0003030	5	5
OG0003031	4	4
OG0003032	4	4
OG0003033	4	4
OG0003034	5	5
OG0003035	5	5
OG0003036	4	4
OG0003037	4	4
OG0003038	4	4
OG0003039	4	4
OG0003040	5	5
OG0003041	3	3
OG0003042	3	3
OG0003043	4	4
OG0003044	4	4
OG0003045	5	5
OG0003046	4	4
OG0003047	4	4
OG0003048	4	4
OG0003049	4	4
OG0003050	4	4
OG0003051	5	5
OG0003052	4	4
OG0003053	4	4
OG0003054	5	5
OG0003055	4	4
OG0003056	5	5
OG0003057	5	5
OG0003058	4	4
OG0003059	4	4
OG0003060	5	5
OG0003061	5	5
OG0003062	4	4
OG0003063	5	5
OG0003064	4	4
OG0003065	4	4
OG0003066	5	5
OG0003067	4	4
OG0003068	5	5
OG0003069	4	4
OG0003070	4	4
OG0003071	4	4
OG0003072	4	4
OG0003073	4	4
OG0003074	5	5
OG0003075	4	4
OG0003076	4	4
OG0003077	4	4
OG0003078	5	5
OG0003079	4	4
OG0003080	4	4
OG0003081	4	4
OG0003082	5	5
OG0003083	4	4
OG0003084	5	5
OG0003085	5	5
OG0003086	4	4
OG0003087	4	4
OG0003088	4	4
OG0003089	4	4
OG0003090	4	4
OG0003091	4	4
OG0003092	4	4
OG0003093	5	5
OG0003094	4	4
OG0003095	5	5
OG0003096	5	5
OG0003097	4	4
OG0003098	4	4
OG0003099	4	4
OG0003100	4	4
OG0003101	5	5
OG0003102	4	4
OG0003103	5	5
OG0003104	4	4
OG0003105	4	4
OG0003106	5	5
OG0003107	4	4
OG0003108	5	5
OG0003109	5	5
OG0003110	5	5
OG0003111	5	5
OG0003112	4	4
OG0003113	4	4
OG0003114	5	5
OG0003115	4	4
OG0003116	4	4
OG0003117	5	5
OG0003118	4	4
OG0003119	4	4
OG0003120	5	5
OG0003121	4	4
OG0003122	5	5
OG0003123	4	4
OG0003124	5	5
OG0003125	4	4
OG0003126	4	4
OG0003127	4	4
OG0003128	4	4
OG0003129	4	4
OG0003130	3	3
OG0003131	4	4
OG0003132	4	4
OG0003133	4	4
OG0003134	5	5
OG0003135	5	5
OG0003136	4	4
OG0003137	5	5
OG0003138	5	5
OG0003139	4	4
OG0003140	5	5
OG0003141	4	4
OG0003142	4	4
OG0003143	5	5
OG0003144	5	5
OG0003145	5	5
OG0003146	4	4
OG0003147	5	5
OG0003148	5	5
OG0003149	4	4
OG0003150	4	4
OG0003151	4	4
OG0003152	4	4
OG0003153	4	4
OG0003154	4	4
OG0003155	4	4
OG0003156	4	4
OG0003157	4	4
OG0003158	4	4
OG0003159	5	5
OG0003160	4	4
OG0003161	4	4
OG0003162	4	4
OG0003163	4	4
OG0003164	4	4
OG0003165	3	3
OG0003166	5	5
OG0003167	4	4
OG0003168	4	4
OG0003169	5	5
OG0003170	4	4
OG0003171	4	4
OG0003172	4	4
OG0003173	4	4
OG0003174	5	5
OG0003175	5	5
OG0003176	4	4
OG0003177	5	5
OG0003178	5	5
OG0003179	5	5
OG0003180	4	4
OG0003181	4	4
OG0003182	5	5
OG0003183	5	5
OG0003184	5	5
OG0003185	5	5
OG0003186	4	4
OG0003187	5	5
OG0003188	4	4
OG0003189	5	5
OG0003190	5	5
OG0003191	5	5
OG0003192	5	5
OG0003193	5	5
OG0003194	4	4
OG0003195	5	5
OG0003196	5	5
OG0003197	5	5
OG0003198	5	5
OG0003199	5	5
OG0003200	4	4
OG0003201	4	4
OG0003202	4	4
OG0003203	5	5
OG0003204	4	4
OG0003205	5	5
OG0003206	4	4
OG0003207	5	5
OG0003208	5	5
OG0003209	5	5
OG0003210	4	4
OG0003211	5	5
OG0003212	4	4
OG0003213	5	5
OG0003214	4	4
OG0003215	4	4
OG0003216	5	5
OG0003217	5	5
OG0003218	5	5
OG0003219	4	4
OG0003220	5	5
OG0003221	4	4
OG0003222	4	4
OG0003223	5	5
OG0003224	4	4
OG0003225	5	5
OG0003226	4	4
OG0003227	4	4
OG0003228	4	4
OG0003229	4	4
OG0003230	5	5
OG0003231	5	5
OG0003232	5	5
OG0003233	5	5
OG0003234	5	5
OG0003235	5	5
OG0003236	5	5
OG0003237	5	5
OG0003238	5	5
OG0003239	5	5
OG0003240	5	5
OG0003241	4	4
OG0003242	5	5
OG0003243	4	4
OG0003244	5	5
OG0003245	5	5
OG0003246	5	5
OG0003247	4	4
OG0003248	4	4
OG0003249	4	4
OG0003250	5	5
OG0003251	4	4
OG0003252	5	5
OG0003253	5	5
OG0003254	5	5
OG0003255	5	5
OG0003256	5	5
OG0003257	5	5
OG0003258	5	5
OG0003259	4	4
OG0003260	4	4
OG0003261	5	5
OG0003262	4	4
OG0003263	4	4
OG0003264	5	5
OG0003265	5	5
OG0003266	4	4
OG0003267	4	4
OG0003268	4	4
OG0003269	4	4
OG0003270	5	5
OG0003271	4	4
OG0003272	5	5
OG0003273	4	4
OG0003274	5	5
OG0003275	4	4
OG0003276	4	4
OG0003277	4	4
OG0003278	4	4
OG0003279	5	5
OG0003280	4	4
OG0003281	5	5
OG0003282	5	5
OG0003283	5	5
OG0003284	5	5
OG0003285	5	5
OG0003286	5	5
OG0003287	5	5
OG0003288	5	5
OG0003289	5	5
OG0003290	4	4
OG0003291	5	5
OG0003292	4	4
OG0003293	5	5
OG0003294	5	5
OG0003295	4	4
OG0003296	5	5
OG0003297	5	5
OG0003298	4	4
OG0003299	4	4
OG0003300	5	5
OG0003301	4	4
OG0003302	5	5
OG0003303	5	5
OG0003304	4	4
OG0003305	5	5
OG0003306	5	5
OG0003307	4	4
OG0003308	4	4
OG0003309	4	4
OG0003310	5	5
OG0003311	5	5
OG0003312	5	5
OG0003313	5	5
OG0003314	4	4
OG0003315	4	4
OG0003316	5	5
OG0003317	5	5
OG0003318	4	4
OG0003319	5	5
OG0003320	4	4
OG0003321	4	4
OG0003322	5	5
OG0003323	5	5
OG0003324	5	5
OG0003325	4	4
OG0003326	5	5
OG0003327	4	4
OG0003328	5	5
OG0003329	5	5
OG0003330	5	5
OG0003331	4	4
OG0003332	5	5
OG0003333	4	4
OG0003334	5	5
OG0003335	4	4
OG0003336	4	4
OG0003337	5	5
OG0003338	4	4
OG0003339	4	4
OG0003340	4	4
OG0003341	4	4
OG0003342	4	4
OG0003343	5	5
OG0003344	5	5
OG0003345	4	4
OG0003346	4	4
OG0003347	5	5
OG0003348	4	4
OG0003349	4	4
OG0003350	4	4
OG0003351	5	5
OG0003352	4	4
OG0003353	4	4
OG0003354	4	4
OG0003355	4	4
OG0003356	4	4
OG0003357	4	4
OG0003358	5	5
OG0003359	5	5
OG0003360	5	5
OG0003361	4	4
OG0003362	5	5
OG0003363	5	5
OG0003364	4	4
OG0003365	4	4
OG0003366	4	4
OG0003367	4	4
OG0003368	5	5
OG0003369	5	5
OG0003370	5	5
OG0003371	4	4
OG0003372	5	5
OG0003373	5	5
OG0003374	5	5
OG0003375	5	5
OG0003376	4	4
OG0003377	4	4
OG0003378	5	5
OG0003379	5	5
OG0003380	4	4
OG0003381	4	4
OG0003382	4	4
OG0003383	4	4
OG0003384	5	5
OG0003385	5	5
OG0003386	5	5
OG0003387	4	4
OG0003388	5	5
OG0003389	4	4
OG0003390	4	4
OG0003391	4	4
OG0003392	4	4
OG0003393	4	4
OG0003394	5	5
OG0003395	5	5
OG0003396	4	4
OG0003397	4	4
OG0003398	4	4
OG0003399	4	4
OG0003400	5	5
OG0003401	4	4
OG0003402	5	5
OG0003403	4	4
OG0003404	4	4
OG0003405	4	4
OG0003406	4	4
OG0003407	4	4
OG0003408	5	5
OG0003409	4	4
OG0003410	4	4
OG0003411	4	4
OG0003412	5	5
OG0003413	5	5
OG0003414	4	4
OG0003415	5	5
OG0003416	4	4
OG0003417	5	5
OG0003418	5	5
OG0003419	4	4
OG0003420	4	4
OG0003421	5	5
OG0003422	4	4
OG0003423	4	4
OG0003424	4	4
OG0003425	4	4
OG0003426	4	4
OG0003427	5	5
OG0003428	4	4
OG0003429	4	4
OG0003430	4	4
OG0003431	4	4
OG0003432	4	4
OG0003433	4	4
OG0003434	4	4
OG0003435	5	5
OG0003436	5	5
OG0003437	4	4
OG0003438	5	5
OG0003439	4	4
OG0003440	4	4
OG0003441	4	4
OG0003442	4	4
OG0003443	4	4
OG0003444	4	4
OG0003445	4	4
OG0003446	4	4
OG0003447	4	4
OG0003448	5	5
OG0003449	4	4
OG0003450	5	5
OG0003451	4	4
OG0003452	5	5
OG0003453	4	4
OG0003454	4	4
OG0003455	4	4
OG0003456	4	4
OG0003457	5	5
OG0003458	4	4
OG0003459	3	3
OG0003460	4	4
OG0003461	4	4
OG0003462	4	4
OG0003463	4	4
OG0003464	4	4
OG0003465	4	4
OG0003466	4	4
OG0003467	4	4
OG0003468	4	4
OG0003469	4	4
OG0003470	4	4
OG0003471	4	4
OG0003472	4	4
OG0003473	4	4
OG0003474	4	4
OG0003475	4	4
OG0003476	4	4
OG0003477	4	4
OG0003478	4	4
OG0003479	4	4
OG0003480	5	5
OG0003481	4	4
OG0003482	4	4
OG0003483	4	4
OG0003484	4	4
OG0003485	4	4
OG0003486	4	4
OG0003487	4	4
OG0003488	4	4
OG0003489	4	4
OG0003490	5	5
OG0003491	4	4
OG0003492	4	4
OG0003493	4	4
OG0003494	5	5
OG0003495	4	4
OG0003496	4	4
OG0003497	4	4
OG0003498	4	4
OG0003499	4	4
OG0003500	4	4
OG0003501	4	4
OG0003502	5	5
OG0003503	5	5
OG0003504	4	4
OG0003505	4	4
OG0003506	4	4
OG0003507	4	4
OG0003508	4	4
OG0003509	4	4
OG0003510	4	4
OG0003511	4	4
OG0003512	4	4
OG0003513	4	4
OG0003514	4	4
OG0003515	4	4
OG0003516	4	4
OG0003517	4	4
OG0003518	4	4
OG0003519	4	4
OG0003520	4	4
OG0003521	4	4
OG0003522	4	4
OG0003523	4	4
OG0003524	4	4
OG0003525	4	4
OG0003526	4	4
OG0003527	4	4
OG0003528	4	4
OG0003529	4	4
OG0003530	4	4
OG0003531	4	4
OG0003532	4	4
OG0003533	4	4
OG0003534	5	5
OG0003535	4	4
OG0003536	4	4
OG0003537	4	4
OG0003538	4	4
OG0003539	4	4
OG0003540	4	4
OG0003541	4	4
OG0003542	4	4
OG0003543	4	4
OG0003544	4	4
OG0003545	4	4
OG0003546	4	4
OG0003547	4	4
OG0003548	4	4
OG0003549	4	4
OG0003550	4	4
OG0003551	4	4
OG0003552	4	4
OG0003553	4	4
OG0003554	4	4
OG0003555	5	5
OG0003556	4	4
OG0003557	4	4
OG0003558	4	4
OG0003559	4	4
OG0003560	4	4
OG0003561	4	4
OG0003562	5	5
OG0003563	4	4
OG0003564	4	4
OG0003565	4	4
OG0003566	4	4
OG0003567	4	4
OG0003568	4	4
OG0003569	4	4
OG0003570	4	4
OG0003571	4	4
OG0003572	4	4
OG0003573	4	4
OG0003574	4	4
OG0003575	4	4
OG0003576	4	4
OG0003577	4	4
OG0003578	4	4
OG0003579	4	4
OG0003580	4	4
OG0003581	4	4
OG0003582	4	4
OG0003583	4	4
OG0003584	5	5
OG0003585	4	4
OG0003586	4	4
OG0003587	4	4
OG0003588	3	3
OG0003589	4	4
OG0003590	4	4
OG0003591	4	4
OG0003592	4	4
OG0003593	4	4
OG0003594	4	4
OG0003595	4	4
OG0003596	4	4
OG0003597	4	4
OG0003598	4	4
OG0003599	4	4
OG0003600	4	4
OG0003601	4	4
OG0003602	4	4
OG0003603	4	4
OG0003604	4	4
OG0003605	4	4
OG0003606	3	3
OG0003607	4	4
OG0003608	4	4
OG0003609	4	4
OG0003610	4	4
OG0003611	4	4
OG0003612	4	4
OG0003613	3	3
OG0003614	4	4
OG0003615	4	4
OG0003616	4	4
OG0003617	4	4
OG0003618	4	4
OG0003619	4	4
OG0003620	4	4
OG0003621	4	4
OG0003622	5	5
OG0003623	4	4
OG0003624	4	4
OG0003625	4	4
OG0003626	4	4
OG0003627	4	4
OG0003628	4	4
OG0003629	4	4
OG0003630	4	4
OG0003631	4	4
OG0003632	4	4
OG0003633	5	5
OG0003634	4	4
OG0003635	4	4
OG0003636	4	4
OG0003637	4	4
OG0003638	4	4
OG0003639	4	4
OG0003640	4	4
OG0003641	4	4
OG0003642	4	4
OG0003643	4	4
OG0003644	4	4
OG0003645	4	4
OG0003646	4	4
OG0003647	4	4
OG0003648	4	4
OG0003649	4	4
OG0003650	4	4
OG0003651	4	4
OG0003652	5	5
OG0003653	4	4
OG0003654	4	4
OG0003655	4	4
OG0003656	4	4
OG0003657	4	4
OG0003658	4	4
OG0003659	4	4
OG0003660	4	4
OG0003661	4	4
OG0003662	4	4
OG0003663	4	4
OG0003664	4	4
OG0003665	4	4
OG0003666	4	4
OG0003667	4	4
OG0003668	4	4
OG0003669	4	4
OG0003670	4	4
OG0003671	4	4
OG0003672	4	4
OG0003673	4	4
OG0003674	4	4
OG0003675	4	4
OG0003676	4	4
OG0003677	4	4
OG0003678	4	4
OG0003679	4	4
OG0003680	4	4
OG0003681	4	4
OG0003682	4	4
OG0003683	4	4
OG0003684	4	4
OG0003685	4	4
OG0003686	5	5
OG0003687	5	5
OG0003688	5	5
OG0003689	5	5
OG0003690	5	5
OG0003691	5	5
OG0003692	5	5
OG0003693	5	5
OG0003694	5	5
OG0003695	5	5
OG0003696	5	5
OG0003697	5	5
OG0003698	5	5
OG0003699	5	5
OG0003700	5	5
OG0003701	5	5
OG0003702	5	5
OG0003703	5	5
OG0003704	5	5
OG0003705	5	5
OG0003706	5	5
OG0003707	5	5
OG0003708	5	5
OG0003709	5	5
OG0003710	5	5
OG0003711	5	5
OG0003712	5	5
OG0003713	5	5
OG0003714	5	5
OG0003715	5	5
OG0003716	5	5
OG0003717	5	5
OG0003718	5	5
OG0003719	5	5
OG0003720	5	5
OG0003721	5	5
OG0003722	5	5
OG0003723	5	5
OG0003724	5	5
OG0003725	5	5
OG0003726	5	5
OG0003727	5	5
OG0003728	5	5
OG0003729	5	5
OG0003730	5	5
OG0003731	5	5
OG0003732	5	5
OG0003733	5	5
OG0003734	5	5
OG0003735	5	5
OG0003736	5	5
OG0003737	5	5
OG0003738	5	5
OG0003739	5	5
OG0003740	5	5
OG0003741	5	5
OG0003742	5	5
OG0003743	5	5
OG0003744	5	5
OG0003745	5	5
OG0003746	5	5
OG0003747	5	5
OG0003748	5	5
OG0003749	5	5
OG0003750	5	5
OG0003751	5	5
OG0003752	5	5
OG0003753	5	5
OG0003754	5	5
OG0003755	5	5
OG0003756	5	5
OG0003757	5	5
OG0003758	5	5
OG0003759	5	5
OG0003760	5	5
OG0003761	5	5
OG0003762	5	5
OG0003763	5	5
OG0003764	5	5
OG0003765	5	5
OG0003766	5	5
OG0003767	5	5
OG0003768	5	5
OG0003769	5	5
OG0003770	5	5
OG0003771	5	5
OG0003772	5	5
OG0003773	5	5
OG0003774	5	5
OG0003775	5	5
OG0003776	5	5
OG0003777	5	5
OG0003778	5	5
OG0003779	5	5
OG0003780	5	5
OG0003781	5	5
OG0003782	5	5
OG0003783	5	5
OG0003784	5	5
OG0003785	5	5
OG0003786	5	5
OG0003787	5	5
OG0003788	5	5
OG0003789	5	5
OG0003790	5	5
OG0003791	5	5
OG0003792	5	5
OG0003793	5	5
OG0003794	5	5
OG0003795	5	5
OG0003796	5	5
OG0003797	5	5
OG0003798	5	5
OG0003799	5	5
OG0003800	5	5
OG0003801	5	5
OG0003802	5	5
OG0003803	5	5
OG0003804	5	5
OG0003805	5	5
OG0003806	5	5
OG0003807	5	5
OG0003808	5	5
OG0003809	5	5
OG0003810	5	5
OG0003811	5	5
OG0003812	5	5
OG0003813	5	5
OG0003814	5	5
OG0003815	5	5
OG0003816	5	5
OG0003817	5	5
OG0003818	5	5
OG0003819	5	5
OG0003820	5	5
OG0003821	5	5
OG0003822	5	5
OG0003823	5	5
OG0003824	5	5
OG0003825	5	5
OG0003826	5	5
OG0003827	5	5
OG0003828	5	5
OG0003829	5	5
OG0003830	5	5
OG0003831	5	5
OG0003832	5	5
OG0003833	5	5
OG0003834	5	5
OG0003835	5	5
OG0003836	5	5
OG0003837	5	5
OG0003838	5	5
OG0003839	5	5
OG0003840	5	5
OG0003841	5	5
OG0003842	5	5
OG0003843	5	5
OG0003844	5	5
OG0003845	5	5
OG0003846	5	5
OG0003847	5	5
OG0003848	5	5
OG0003849	5	5
OG0003850	5	5
OG0003851	5	5
OG0003852	5	5
OG0003853	5	5
OG0003854	5	5
OG0003855	5	5
OG0003856	5	5
OG0003857	5	5
OG0003858	5	5
OG0003859	5	5
OG0003860	5	5
OG0003861	5	5
OG0003862	5	5
OG0003863	5	5
OG0003864	5	5
OG0003865	5	5
OG0003866	5	5
OG0003867	5	5
OG0003868	5	5
OG0003869	5	5
OG0003870	5	5
OG0003871	5	5
OG0003872	5	5
OG0003873	5	5
OG0003874	5	5
OG0003875	5	5
OG0003876	5	5
OG0003877	5	5
OG0003878	5	5
OG0003879	5	5
OG0003880	5	5
OG0003881	5	5
OG0003882	5	5
OG0003883	5	5
OG0003884	5	5
OG0003885	5	5
OG0003886	5	5
OG0003887	5	5
OG0003888	5	5
OG0003889	5	5
OG0003890	5	5
OG0003891	5	5
OG0003892	5	5
OG0003893	5	5
OG0003894	5	5
OG0003895	5	5
OG0003896	5	5
OG0003897	5	5
OG0003898	5	5
OG0003899	5	5
OG0003900	5	5
OG0003901	5	5
OG0003902	5	5
OG0003903	5	5
OG0003904	5	5
OG0003905	5	5
OG0003906	5	5
OG0003907	4	4
OG0003908	3	3
OG0003909	3	3
OG0003910	4	4
OG0003911	4	4
OG0003912	4	4
OG0003913	3	3
OG0003914	3	3
OG0003915	3	3
OG0003916	4	4
OG0003917	3	3
OG0003918	4	4
OG0003919	3	3
OG0003920	3	3
OG0003921	3	3
OG0003922	3	3
OG0003923	3	3
OG0003924	3	3
OG0003925	3	3
OG0003926	4	4
OG0003927	3	3
OG0003928	3	3
OG0003929	3	3
OG0003930	4	4
OG0003931	3	3
OG0003932	4	4
OG0003933	3	3
OG0003934	3	3
OG0003935	4	4
OG0003936	3	3
OG0003937	3	3
OG0003938	3	3
OG0003939	3	3
OG0003940	4	4
OG0003941	3	3
OG0003942	3	3
OG0003943	4	4
OG0003944	3	3
OG0003945	3	3
OG0003946	3	3
OG0003947	4	4
OG0003948	3	3
OG0003949	3	3
OG0003950	4	4
OG0003951	4	4
OG0003952	3	3
OG0003953	4	4
OG0003954	4	4
OG0003955	4	4
OG0003956	4	4
OG0003957	3	3
OG0003958	4	4
OG0003959	3	3
OG0003960	4	4
OG0003961	4	4
OG0003962	3	3
OG0003963	3	3
OG0003964	3	3
OG0003965	2	2
OG0003966	3	3
OG0003967	3	3
OG0003968	3	3
OG0003969	4	4
OG0003970	3	3
OG0003971	4	4
OG0003972	3	3
OG0003973	3	3
OG0003974	4	4
OG0003975	3	3
OG0003976	4	4
OG0003977	3	3
OG0003978	3	3
OG0003979	3	3
OG0003980	4	4
OG0003981	3	3
OG0003982	4	4
OG0003983	3	3
OG0003984	3	3
OG0003985	3	3
OG0003986	4	4
OG0003987	4	4
OG0003988	4	4
OG0003989	3	3
OG0003990	4	4
OG0003991	3	3
OG0003992	3	3
OG0003993	4	4
OG0003994	3	3
OG0003995	3	3
OG0003996	3	3
OG0003997	3	3
OG0003998	3	3
OG0003999	3	3
OG0004000	3	3
OG0004001	3	3
OG0004002	4	4
OG0004003	4	4
OG0004004	3	3
OG0004005	4	4
OG0004006	4	4
OG0004007	3	3
OG0004008	3	3
OG0004009	3	3
OG0004010	3	3
OG0004011	4	4
OG0004012	3	3
OG0004013	4	4
OG0004014	4	4
OG0004015	4	4
OG0004016	3	3
OG0004017	4	4
OG0004018	3	3
OG0004019	4	4
OG0004020	4	4
OG0004021	4	4
OG0004022	3	3
OG0004023	3	3
OG0004024	3	3
OG0004025	3	3
OG0004026	3	3
OG0004027	4	4
OG0004028	4	4
OG0004029	2	2
OG0004030	3	3
OG0004031	3	3
OG0004032	4	4
OG0004033	3	3
OG0004034	4	4
OG0004035	3	3
OG0004036	3	3
OG0004037	3	3
OG0004038	4	4
OG0004039	3	3
OG0004040	3	3
OG0004041	4	4
OG0004042	3	3
OG0004043	4	4
OG0004044	3	3
OG0004045	3	3
OG0004046	3	3
OG0004047	4	4
OG0004048	4	4
OG0004049	3	3
OG0004050	3	3
OG0004051	4	4
OG0004052	3	3
OG0004053	3	3
OG0004054	3	3
OG0004055	4	4
OG0004056	3	3
OG0004057	4	4
OG0004058	4	4
OG0004059	3	3
OG0004060	3	3
OG0004061	3	3
OG0004062	3	3
OG0004063	3	3
OG0004064	4	4
OG0004065	3	3
OG0004066	3	3
OG0004067	2	2
OG0004068	3	3
OG0004069	3	3
OG0004070	3	3
OG0004071	3	3
OG0004072	3	3
OG0004073	4	4
OG0004074	3	3
OG0004075	4	4
OG0004076	3	3
OG0004077	3	3
OG0004078	4	4
OG0004079	3	3
OG0004080	3	3
OG0004081	3	3
OG0004082	3	3
OG0004083	3	3
OG0004084	3	3
OG0004085	3	3
OG0004086	3	3
OG0004087	4	4
OG0004088	3	3
OG0004089	3	3
OG0004090	3	3
OG0004091	3	3
OG0004092	3	3
OG0004093	4	4
OG0004094	3	3
OG0004095	3	3
OG0004096	3	3
OG0004097	3	3
OG0004098	4	4
OG0004099	3	3
OG0004100	3	3
OG0004101	3	3
OG0004102	4	4
OG0004103	3	3
OG0004104	3	3
OG0004105	3	3
OG0004106	3	3
OG0004107	3	3
OG0004108	3	3
OG0004109	3	3
OG0004110	3	3
OG0004111	3	3
OG0004112	4	4
OG0004113	3	3
OG0004114	3	3
OG0004115	3	3
OG0004116	3	3
OG0004117	3	3
OG0004118	4	4
OG0004119	4	4
OG0004120	4	4
OG0004121	4	4
OG0004122	3	3
OG0004123	3	3
OG0004124	3	3
OG0004125	3	3
OG0004126	4	4
OG0004127	4	4
OG0004128	4	4
OG0004129	3	3
OG0004130	4	4
OG0004131	3	3
OG0004132	4	4
OG0004133	3	3
OG0004134	3	3
OG0004135	3	3
OG0004136	3	3
OG0004137	3	3
OG0004138	3	3
OG0004139	3	3
OG0004140	3	3
OG0004141	3	3
OG0004142	4	4
OG0004143	4	4
OG0004144	3	3
OG0004145	3	3
OG0004146	3	3
OG0004147	3	3
OG0004148	3	3
OG0004149	4	4
OG0004150	3	3
OG0004151	2	2
OG0004152	3	3
OG0004153	4	4
OG0004154	4	4
OG0004155	4	4
OG0004156	3	3
OG0004157	3	3
OG0004158	4	4
OG0004159	4	4
OG0004160	3	3
OG0004161	4	4
OG0004162	4	4
OG0004163	3	3
OG0004164	3	3
OG0004165	3	3
OG0004166	3	3
OG0004167	3	3
OG0004168	3	3
OG0004169	4	4
OG0004170	3	3
OG0004171	3	3
OG0004172	3	3
OG0004173	3	3
OG0004174	3	3
OG0004175	4	4
OG0004176	4	4
OG0004177	4	4
OG0004178	3	3
OG0004179	3	3
OG0004180	3	3
OG0004181	3	3
OG0004182	3	3
OG0004183	3	3
OG0004184	4	4
OG0004185	3	3
OG0004186	3	3
OG0004187	3	3
OG0004188	3	3
