Sample	Replicate	Species	Treatment	TimePoint	Time	PLUG_ID	Read1	Read2
Pacuta_HTHC_TP8	Pacuta_HTHC_TP8_1184	Pacuta	HTHC	8	28	1184	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP8_1184_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP8_1184_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP8	Pacuta_HTHC_TP8_1709	Pacuta	HTHC	8	28	1709	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP8_1709_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP8_1709_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP8	Pacuta_HTHC_TP8_2304	Pacuta	HTHC	8	28	2304	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP8_2304_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP8_2304_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP9	Pacuta_HTHC_TP9_1131	Pacuta	HTHC	9	42	1131	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP9_1131_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP9_1131_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP9	Pacuta_HTHC_TP9_2202	Pacuta	HTHC	9	42	2202	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP9_2202_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP9_2202_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP9	Pacuta_HTHC_TP9_2305	Pacuta	HTHC	9	42	2305	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP9_2305_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP9_2305_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP10	Pacuta_HTHC_TP10_1238	Pacuta	HTHC	10	56	1238	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP10_1238_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP10_1238_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP10	Pacuta_HTHC_TP10_1732	Pacuta	HTHC	10	56	1732	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP10_1732_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP10_1732_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP10	Pacuta_HTHC_TP10_2300	Pacuta	HTHC	10	56	2300	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP10_2300_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP10_2300_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP11	Pacuta_HTHC_TP11_1416	Pacuta	HTHC	11	84	1416	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP11_1416_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP11_1416_R2_TrimmingRound2.fastq.gz
Pacuta_HTHC_TP11	Pacuta_HTHC_TP11_2185	Pacuta	HTHC	11	84	2185	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP11_2185_R1_TrimmingRound2.fastq.gz	/scratch/timothy/TranscriptomeAnalysis_Mcapitata_Pacuta_TimeSeriesDE/RNA_Seq_data/trimming_cutadapt/Pacuta_HTHC_TP11_2185_R2_TrimmingRound2.fastq.gz
