Orthogroup	Mcap.protein	Pocillopora_acuta_PredGenes_experimental_v1.transcripts.pep
OG0031996		Pocillopora_acuta_PredGene_experimental___TCONS_00023732.p1
OG0031997		Pocillopora_acuta_PredGene_experimental___TCONS_00023748.p1
OG0031998		Pocillopora_acuta_PredGene_experimental___TCONS_00023751.p2
OG0031999		Pocillopora_acuta_PredGene_experimental___TCONS_00023757.p1
OG0032000		Pocillopora_acuta_PredGene_experimental___TCONS_00023765.p1
OG0032001		Pocillopora_acuta_PredGene_experimental___TCONS_00023794.p1
OG0032002		Pocillopora_acuta_PredGene_experimental___TCONS_00023803.p1
OG0032003		Pocillopora_acuta_PredGene_experimental___TCONS_00023804.p1
OG0032004		Pocillopora_acuta_PredGene_experimental___TCONS_00023820.p2
OG0032005		Pocillopora_acuta_PredGene_experimental___TCONS_00023835.p1
OG0032006		Pocillopora_acuta_PredGene_experimental___TCONS_00023835.p2
OG0032007		Pocillopora_acuta_PredGene_experimental___TCONS_00023836.p1
OG0032008		Pocillopora_acuta_PredGene_experimental___TCONS_00023840.p1
OG0032009		Pocillopora_acuta_PredGene_experimental___TCONS_00023849.p4
OG0032010		Pocillopora_acuta_PredGene_experimental___TCONS_00023854.p1
OG0032011		Pocillopora_acuta_PredGene_experimental___TCONS_00023865.p2
OG0032012		Pocillopora_acuta_PredGene_experimental___TCONS_00023867.p1
OG0032013		Pocillopora_acuta_PredGene_experimental___TCONS_00023875.p3
OG0032014		Pocillopora_acuta_PredGene_experimental___TCONS_00023889.p1
OG0032015		Pocillopora_acuta_PredGene_experimental___TCONS_00023897.p1
OG0032016		Pocillopora_acuta_PredGene_experimental___TCONS_00023906.p1
OG0032017		Pocillopora_acuta_PredGene_experimental___TCONS_00023917.p1
OG0032018		Pocillopora_acuta_PredGene_experimental___TCONS_00023917.p2
OG0032019		Pocillopora_acuta_PredGene_experimental___TCONS_00023918.p1
OG0032020		Pocillopora_acuta_PredGene_experimental___TCONS_00023923.p1
OG0032021		Pocillopora_acuta_PredGene_experimental___TCONS_00023946.p1
OG0032022		Pocillopora_acuta_PredGene_experimental___TCONS_00023950.p1
OG0032023		Pocillopora_acuta_PredGene_experimental___TCONS_00023953.p1
OG0032024		Pocillopora_acuta_PredGene_experimental___TCONS_00023982.p1
OG0032025		Pocillopora_acuta_PredGene_experimental___TCONS_00024000.p1
OG0032026		Pocillopora_acuta_PredGene_experimental___TCONS_00024030.p1
OG0032027		Pocillopora_acuta_PredGene_experimental___TCONS_00024042.p1
OG0032028		Pocillopora_acuta_PredGene_experimental___TCONS_00024122.p2
OG0032029		Pocillopora_acuta_PredGene_experimental___TCONS_00024130.p1
OG0032030		Pocillopora_acuta_PredGene_experimental___TCONS_00024139.p1
OG0032031		Pocillopora_acuta_PredGene_experimental___TCONS_00024143.p1
OG0032032		Pocillopora_acuta_PredGene_experimental___TCONS_00024158.p1
OG0032033		Pocillopora_acuta_PredGene_experimental___TCONS_00024162.p1
OG0032034		Pocillopora_acuta_PredGene_experimental___TCONS_00024173.p1
OG0032035		Pocillopora_acuta_PredGene_experimental___TCONS_00024174.p1
OG0032036		Pocillopora_acuta_PredGene_experimental___TCONS_00024178.p1
OG0032037		Pocillopora_acuta_PredGene_experimental___TCONS_00024182.p1
OG0032038		Pocillopora_acuta_PredGene_experimental___TCONS_00024195.p2
OG0032039		Pocillopora_acuta_PredGene_experimental___TCONS_00024198.p1
OG0032040		Pocillopora_acuta_PredGene_experimental___TCONS_00024200.p1
OG0032041		Pocillopora_acuta_PredGene_experimental___TCONS_00024202.p1
OG0032042		Pocillopora_acuta_PredGene_experimental___TCONS_00024210.p1
OG0032043		Pocillopora_acuta_PredGene_experimental___TCONS_00024211.p2
OG0032044		Pocillopora_acuta_PredGene_experimental___TCONS_00024214.p2
OG0032045		Pocillopora_acuta_PredGene_experimental___TCONS_00024224.p1
OG0032046		Pocillopora_acuta_PredGene_experimental___TCONS_00024234.p1
OG0032047		Pocillopora_acuta_PredGene_experimental___TCONS_00024235.p1
OG0032048		Pocillopora_acuta_PredGene_experimental___TCONS_00024255.p3
OG0032049		Pocillopora_acuta_PredGene_experimental___TCONS_00024256.p1
OG0032050		Pocillopora_acuta_PredGene_experimental___TCONS_00024258.p1
OG0032051		Pocillopora_acuta_PredGene_experimental___TCONS_00024258.p2
OG0032052		Pocillopora_acuta_PredGene_experimental___TCONS_00024262.p1
OG0032053		Pocillopora_acuta_PredGene_experimental___TCONS_00024263.p1
OG0032054		Pocillopora_acuta_PredGene_experimental___TCONS_00024265.p2
OG0032055		Pocillopora_acuta_PredGene_experimental___TCONS_00024265.p1
OG0032056		Pocillopora_acuta_PredGene_experimental___TCONS_00024266.p1
OG0032057		Pocillopora_acuta_PredGene_experimental___TCONS_00024271.p2
OG0032058		Pocillopora_acuta_PredGene_experimental___TCONS_00024289.p2
OG0032059		Pocillopora_acuta_PredGene_experimental___TCONS_00024309.p1
OG0032060		Pocillopora_acuta_PredGene_experimental___TCONS_00024312.p1
OG0032061		Pocillopora_acuta_PredGene_experimental___TCONS_00024313.p1
OG0032062		Pocillopora_acuta_PredGene_experimental___TCONS_00024313.p2
OG0032063		Pocillopora_acuta_PredGene_experimental___TCONS_00024331.p2
OG0032064		Pocillopora_acuta_PredGene_experimental___TCONS_00024334.p1
OG0032065		Pocillopora_acuta_PredGene_experimental___TCONS_00024335.p1
OG0032066		Pocillopora_acuta_PredGene_experimental___TCONS_00024350.p1
OG0032067		Pocillopora_acuta_PredGene_experimental___TCONS_00024353.p1
OG0032068		Pocillopora_acuta_PredGene_experimental___TCONS_00024366.p1
OG0032069		Pocillopora_acuta_PredGene_experimental___TCONS_00024374.p1
OG0032070		Pocillopora_acuta_PredGene_experimental___TCONS_00024400.p1
OG0032071		Pocillopora_acuta_PredGene_experimental___TCONS_00024406.p1
OG0032072		Pocillopora_acuta_PredGene_experimental___TCONS_00024410.p1
OG0032073		Pocillopora_acuta_PredGene_experimental___TCONS_00024439.p1
OG0032074		Pocillopora_acuta_PredGene_experimental___TCONS_00024466.p2
OG0032075		Pocillopora_acuta_PredGene_experimental___TCONS_00024471.p1
OG0032076		Pocillopora_acuta_PredGene_experimental___TCONS_00024482.p1
OG0032077		Pocillopora_acuta_PredGene_experimental___TCONS_00024491.p1
OG0032078		Pocillopora_acuta_PredGene_experimental___TCONS_00024494.p1
OG0032079		Pocillopora_acuta_PredGene_experimental___TCONS_00024504.p1
OG0032080		Pocillopora_acuta_PredGene_experimental___TCONS_00024509.p1
OG0032081		Pocillopora_acuta_PredGene_experimental___TCONS_00024511.p1
OG0032082		Pocillopora_acuta_PredGene_experimental___TCONS_00024517.p1
OG0032083		Pocillopora_acuta_PredGene_experimental___TCONS_00024518.p1
OG0032084		Pocillopora_acuta_PredGene_experimental___TCONS_00024535.p1
OG0032085		Pocillopora_acuta_PredGene_experimental___TCONS_00024536.p1
OG0032086		Pocillopora_acuta_PredGene_experimental___TCONS_00024541.p1
OG0032087		Pocillopora_acuta_PredGene_experimental___TCONS_00024585.p1
OG0032088		Pocillopora_acuta_PredGene_experimental___TCONS_00024593.p1
OG0032089		Pocillopora_acuta_PredGene_experimental___TCONS_00024618.p1
OG0032090		Pocillopora_acuta_PredGene_experimental___TCONS_00024624.p3
OG0032091		Pocillopora_acuta_PredGene_experimental___TCONS_00024625.p1
OG0032092		Pocillopora_acuta_PredGene_experimental___TCONS_00024633.p1
OG0032093		Pocillopora_acuta_PredGene_experimental___TCONS_00024641.p1
OG0032094		Pocillopora_acuta_PredGene_experimental___TCONS_00024648.p2
OG0032095		Pocillopora_acuta_PredGene_experimental___TCONS_00024665.p1
OG0032096		Pocillopora_acuta_PredGene_experimental___TCONS_00024669.p1
OG0032097		Pocillopora_acuta_PredGene_experimental___TCONS_00024671.p1
OG0032098		Pocillopora_acuta_PredGene_experimental___TCONS_00024678.p1
OG0032099		Pocillopora_acuta_PredGene_experimental___TCONS_00024684.p1
OG0032100		Pocillopora_acuta_PredGene_experimental___TCONS_00024689.p1
OG0032101		Pocillopora_acuta_PredGene_experimental___TCONS_00024694.p1
OG0032102		Pocillopora_acuta_PredGene_experimental___TCONS_00024707.p1
OG0032103		Pocillopora_acuta_PredGene_experimental___TCONS_00024711.p1
OG0032104		Pocillopora_acuta_PredGene_experimental___TCONS_00024722.p1
OG0032105		Pocillopora_acuta_PredGene_experimental___TCONS_00024723.p1
OG0032106		Pocillopora_acuta_PredGene_experimental___TCONS_00024727.p1
OG0032107		Pocillopora_acuta_PredGene_experimental___TCONS_00024732.p2
OG0032108		Pocillopora_acuta_PredGene_experimental___TCONS_00024736.p2
OG0032109		Pocillopora_acuta_PredGene_experimental___TCONS_00024736.p1
OG0032110		Pocillopora_acuta_PredGene_experimental___TCONS_00024740.p1
OG0032111		Pocillopora_acuta_PredGene_experimental___TCONS_00024741.p1
OG0032112		Pocillopora_acuta_PredGene_experimental___TCONS_00024743.p1
OG0032113		Pocillopora_acuta_PredGene_experimental___TCONS_00024744.p1
OG0032114		Pocillopora_acuta_PredGene_experimental___TCONS_00024745.p1
OG0032115		Pocillopora_acuta_PredGene_experimental___TCONS_00024746.p1
OG0032116		Pocillopora_acuta_PredGene_experimental___TCONS_00024749.p3
OG0032117		Pocillopora_acuta_PredGene_experimental___TCONS_00024773.p1
OG0032118		Pocillopora_acuta_PredGene_experimental___TCONS_00024776.p1
OG0032119		Pocillopora_acuta_PredGene_experimental___TCONS_00024777.p1
OG0032120		Pocillopora_acuta_PredGene_experimental___TCONS_00024778.p6
OG0032121		Pocillopora_acuta_PredGene_experimental___TCONS_00024784.p1
OG0032122		Pocillopora_acuta_PredGene_experimental___TCONS_00024785.p1
OG0032123		Pocillopora_acuta_PredGene_experimental___TCONS_00024799.p1
OG0032124		Pocillopora_acuta_PredGene_experimental___TCONS_00024804.p1
OG0032125		Pocillopora_acuta_PredGene_experimental___TCONS_00024805.p1
OG0032126		Pocillopora_acuta_PredGene_experimental___TCONS_00024808.p2
OG0032127		Pocillopora_acuta_PredGene_experimental___TCONS_00024809.p1
OG0032128		Pocillopora_acuta_PredGene_experimental___TCONS_00024815.p1
OG0032129		Pocillopora_acuta_PredGene_experimental___TCONS_00024817.p2
OG0032130		Pocillopora_acuta_PredGene_experimental___TCONS_00024819.p1
OG0032131		Pocillopora_acuta_PredGene_experimental___TCONS_00024820.p2
OG0032132		Pocillopora_acuta_PredGene_experimental___TCONS_00024827.p1
OG0032133		Pocillopora_acuta_PredGene_experimental___TCONS_00024829.p1
OG0032134		Pocillopora_acuta_PredGene_experimental___TCONS_00024833.p1
OG0032135		Pocillopora_acuta_PredGene_experimental___TCONS_00024845.p1
OG0032136		Pocillopora_acuta_PredGene_experimental___TCONS_00024847.p1
OG0032137		Pocillopora_acuta_PredGene_experimental___TCONS_00024848.p2
OG0032138		Pocillopora_acuta_PredGene_experimental___TCONS_00024848.p1
OG0032139		Pocillopora_acuta_PredGene_experimental___TCONS_00024850.p2
OG0032140		Pocillopora_acuta_PredGene_experimental___TCONS_00024857.p2
OG0032141		Pocillopora_acuta_PredGene_experimental___TCONS_00024857.p1
OG0032142		Pocillopora_acuta_PredGene_experimental___TCONS_00024859.p1
OG0032143		Pocillopora_acuta_PredGene_experimental___TCONS_00024860.p1
OG0032144		Pocillopora_acuta_PredGene_experimental___TCONS_00024862.p1
OG0032145		Pocillopora_acuta_PredGene_experimental___TCONS_00024864.p1
OG0032146		Pocillopora_acuta_PredGene_experimental___TCONS_00024868.p1
OG0032147		Pocillopora_acuta_PredGene_experimental___TCONS_00024877.p1
OG0032148		Pocillopora_acuta_PredGene_experimental___TCONS_00024878.p1
OG0032149		Pocillopora_acuta_PredGene_experimental___TCONS_00024880.p1
OG0032150		Pocillopora_acuta_PredGene_experimental___TCONS_00024881.p1
OG0032151		Pocillopora_acuta_PredGene_experimental___TCONS_00024900.p5
OG0032152		Pocillopora_acuta_PredGene_experimental___TCONS_00024903.p2
OG0032153		Pocillopora_acuta_PredGene_experimental___TCONS_00024903.p1
OG0032154		Pocillopora_acuta_PredGene_experimental___TCONS_00024925.p3
OG0032155		Pocillopora_acuta_PredGene_experimental___TCONS_00024926.p1
OG0032156		Pocillopora_acuta_PredGene_experimental___TCONS_00024926.p2
OG0032157		Pocillopora_acuta_PredGene_experimental___TCONS_00024931.p1
OG0032158		Pocillopora_acuta_PredGene_experimental___TCONS_00024944.p1
OG0032159		Pocillopora_acuta_PredGene_experimental___TCONS_00024948.p1
OG0032160		Pocillopora_acuta_PredGene_experimental___TCONS_00024951.p1
OG0032161		Pocillopora_acuta_PredGene_experimental___TCONS_00024953.p1
OG0032162		Pocillopora_acuta_PredGene_experimental___TCONS_00024954.p1
OG0032163		Pocillopora_acuta_PredGene_experimental___TCONS_00024973.p1
OG0032164		Pocillopora_acuta_PredGene_experimental___TCONS_00024977.p1
OG0032165		Pocillopora_acuta_PredGene_experimental___TCONS_00024987.p1
OG0032166		Pocillopora_acuta_PredGene_experimental___TCONS_00024989.p1
OG0032167		Pocillopora_acuta_PredGene_experimental___TCONS_00024990.p1
OG0032168		Pocillopora_acuta_PredGene_experimental___TCONS_00024993.p1
OG0032169		Pocillopora_acuta_PredGene_experimental___TCONS_00025015.p1
OG0032170		Pocillopora_acuta_PredGene_experimental___TCONS_00025022.p1
OG0032171		Pocillopora_acuta_PredGene_experimental___TCONS_00025031.p1
OG0032172		Pocillopora_acuta_PredGene_experimental___TCONS_00025031.p2
OG0032173		Pocillopora_acuta_PredGene_experimental___TCONS_00025036.p1
OG0032174		Pocillopora_acuta_PredGene_experimental___TCONS_00025056.p1
OG0032175		Pocillopora_acuta_PredGene_experimental___TCONS_00025063.p1
OG0032176		Pocillopora_acuta_PredGene_experimental___TCONS_00025073.p1
OG0032177		Pocillopora_acuta_PredGene_experimental___TCONS_00025086.p4
OG0032178		Pocillopora_acuta_PredGene_experimental___TCONS_00025101.p1
OG0032179		Pocillopora_acuta_PredGene_experimental___TCONS_00025109.p1
OG0032180		Pocillopora_acuta_PredGene_experimental___TCONS_00025136.p2
OG0032181		Pocillopora_acuta_PredGene_experimental___TCONS_00025136.p1
OG0032182		Pocillopora_acuta_PredGene_experimental___TCONS_00025137.p2
OG0032183		Pocillopora_acuta_PredGene_experimental___TCONS_00025147.p1
OG0032184		Pocillopora_acuta_PredGene_experimental___TCONS_00025150.p1
OG0032185		Pocillopora_acuta_PredGene_experimental___TCONS_00025152.p1
OG0032186		Pocillopora_acuta_PredGene_experimental___TCONS_00025153.p1
OG0032187		Pocillopora_acuta_PredGene_experimental___TCONS_00025161.p1
OG0032188		Pocillopora_acuta_PredGene_experimental___TCONS_00025168.p1
OG0032189		Pocillopora_acuta_PredGene_experimental___TCONS_00025183.p3
OG0032190		Pocillopora_acuta_PredGene_experimental___TCONS_00025183.p1
OG0032191		Pocillopora_acuta_PredGene_experimental___TCONS_00025184.p1
OG0032192		Pocillopora_acuta_PredGene_experimental___TCONS_00025192.p1
OG0032193		Pocillopora_acuta_PredGene_experimental___TCONS_00025197.p1
OG0032194		Pocillopora_acuta_PredGene_experimental___TCONS_00025235.p1
OG0032195		Pocillopora_acuta_PredGene_experimental___TCONS_00025244.p2
OG0032196		Pocillopora_acuta_PredGene_experimental___TCONS_00025250.p1
OG0032197		Pocillopora_acuta_PredGene_experimental___TCONS_00025251.p1
OG0032198		Pocillopora_acuta_PredGene_experimental___TCONS_00025252.p1
OG0032199		Pocillopora_acuta_PredGene_experimental___TCONS_00025253.p1
OG0032200		Pocillopora_acuta_PredGene_experimental___TCONS_00025254.p1
OG0032201		Pocillopora_acuta_PredGene_experimental___TCONS_00025262.p1
OG0032202		Pocillopora_acuta_PredGene_experimental___TCONS_00025263.p1
OG0032203		Pocillopora_acuta_PredGene_experimental___TCONS_00025264.p1
OG0032204		Pocillopora_acuta_PredGene_experimental___TCONS_00025265.p1
OG0032205		Pocillopora_acuta_PredGene_experimental___TCONS_00025270.p1
OG0032206		Pocillopora_acuta_PredGene_experimental___TCONS_00025271.p1
OG0032207		Pocillopora_acuta_PredGene_experimental___TCONS_00025288.p1
OG0032208		Pocillopora_acuta_PredGene_experimental___TCONS_00025289.p1
OG0032209		Pocillopora_acuta_PredGene_experimental___TCONS_00025291.p1
OG0032210		Pocillopora_acuta_PredGene_experimental___TCONS_00025292.p1
OG0032211		Pocillopora_acuta_PredGene_experimental___TCONS_00025293.p1
OG0032212		Pocillopora_acuta_PredGene_experimental___TCONS_00025295.p2
OG0032213		Pocillopora_acuta_PredGene_experimental___TCONS_00025297.p2
OG0032214		Pocillopora_acuta_PredGene_experimental___TCONS_00025297.p1
OG0032215		Pocillopora_acuta_PredGene_experimental___TCONS_00025306.p1
OG0032216		Pocillopora_acuta_PredGene_experimental___TCONS_00025309.p1
OG0032217		Pocillopora_acuta_PredGene_experimental___TCONS_00025336.p3
OG0032218		Pocillopora_acuta_PredGene_experimental___TCONS_00025336.p4
OG0032219		Pocillopora_acuta_PredGene_experimental___TCONS_00025344.p1
OG0032220		Pocillopora_acuta_PredGene_experimental___TCONS_00025345.p1
OG0032221		Pocillopora_acuta_PredGene_experimental___TCONS_00025347.p1
OG0032222		Pocillopora_acuta_PredGene_experimental___TCONS_00025367.p1
OG0032223		Pocillopora_acuta_PredGene_experimental___TCONS_00025376.p1
OG0032224		Pocillopora_acuta_PredGene_experimental___TCONS_00025379.p2
OG0032225		Pocillopora_acuta_PredGene_experimental___TCONS_00025387.p1
OG0032226		Pocillopora_acuta_PredGene_experimental___TCONS_00025403.p1
OG0032227		Pocillopora_acuta_PredGene_experimental___TCONS_00025406.p1
OG0032228		Pocillopora_acuta_PredGene_experimental___TCONS_00025407.p1
OG0032229		Pocillopora_acuta_PredGene_experimental___TCONS_00025409.p1
OG0032230		Pocillopora_acuta_PredGene_experimental___TCONS_00025413.p1
OG0032231		Pocillopora_acuta_PredGene_experimental___TCONS_00025422.p2
OG0032232		Pocillopora_acuta_PredGene_experimental___TCONS_00025435.p1
OG0032233		Pocillopora_acuta_PredGene_experimental___TCONS_00025443.p1
OG0032234		Pocillopora_acuta_PredGene_experimental___TCONS_00025452.p2
OG0032235		Pocillopora_acuta_PredGene_experimental___TCONS_00025466.p1
OG0032236		Pocillopora_acuta_PredGene_experimental___TCONS_00025504.p1
OG0032237		Pocillopora_acuta_PredGene_experimental___TCONS_00025510.p1
OG0032238		Pocillopora_acuta_PredGene_experimental___TCONS_00025510.p3
OG0032239		Pocillopora_acuta_PredGene_experimental___TCONS_00025512.p3
OG0032240		Pocillopora_acuta_PredGene_experimental___TCONS_00025518.p1
OG0032241		Pocillopora_acuta_PredGene_experimental___TCONS_00025521.p1
OG0032242		Pocillopora_acuta_PredGene_experimental___TCONS_00025524.p1
OG0032243		Pocillopora_acuta_PredGene_experimental___TCONS_00025527.p1
OG0032244		Pocillopora_acuta_PredGene_experimental___TCONS_00025529.p1
OG0032245		Pocillopora_acuta_PredGene_experimental___TCONS_00025549.p3
OG0032246		Pocillopora_acuta_PredGene_experimental___TCONS_00025551.p1
OG0032247		Pocillopora_acuta_PredGene_experimental___TCONS_00025556.p1
OG0032248		Pocillopora_acuta_PredGene_experimental___TCONS_00025586.p1
OG0032249		Pocillopora_acuta_PredGene_experimental___TCONS_00025611.p1
OG0032250		Pocillopora_acuta_PredGene_experimental___TCONS_00025612.p1
OG0032251		Pocillopora_acuta_PredGene_experimental___TCONS_00025616.p1
OG0032252		Pocillopora_acuta_PredGene_experimental___TCONS_00025617.p1
OG0032253		Pocillopora_acuta_PredGene_experimental___TCONS_00025620.p1
OG0032254		Pocillopora_acuta_PredGene_experimental___TCONS_00025628.p1
OG0032255		Pocillopora_acuta_PredGene_experimental___TCONS_00025630.p1
OG0032256		Pocillopora_acuta_PredGene_experimental___TCONS_00025643.p1
OG0032257		Pocillopora_acuta_PredGene_experimental___TCONS_00025650.p1
OG0032258		Pocillopora_acuta_PredGene_experimental___TCONS_00025651.p1
OG0032259		Pocillopora_acuta_PredGene_experimental___TCONS_00025676.p1
OG0032260		Pocillopora_acuta_PredGene_experimental___TCONS_00025677.p1
OG0032261		Pocillopora_acuta_PredGene_experimental___TCONS_00025680.p2
OG0032262		Pocillopora_acuta_PredGene_experimental___TCONS_00025689.p1
OG0032263		Pocillopora_acuta_PredGene_experimental___TCONS_00025712.p1
OG0032264		Pocillopora_acuta_PredGene_experimental___TCONS_00025718.p1
OG0032265		Pocillopora_acuta_PredGene_experimental___TCONS_00025722.p1
OG0032266		Pocillopora_acuta_PredGene_experimental___TCONS_00025725.p1
OG0032267		Pocillopora_acuta_PredGene_experimental___TCONS_00025726.p2
OG0032268		Pocillopora_acuta_PredGene_experimental___TCONS_00025734.p4
OG0032269		Pocillopora_acuta_PredGene_experimental___TCONS_00025736.p1
OG0032270		Pocillopora_acuta_PredGene_experimental___TCONS_00025741.p2
OG0032271		Pocillopora_acuta_PredGene_experimental___TCONS_00025756.p1
OG0032272		Pocillopora_acuta_PredGene_experimental___TCONS_00025758.p1
OG0032273		Pocillopora_acuta_PredGene_experimental___TCONS_00025771.p1
OG0032274		Pocillopora_acuta_PredGene_experimental___TCONS_00025772.p1
OG0032275		Pocillopora_acuta_PredGene_experimental___TCONS_00025774.p1
OG0032276		Pocillopora_acuta_PredGene_experimental___TCONS_00025776.p1
OG0032277		Pocillopora_acuta_PredGene_experimental___TCONS_00025777.p1
OG0032278		Pocillopora_acuta_PredGene_experimental___TCONS_00025781.p2
OG0032279		Pocillopora_acuta_PredGene_experimental___TCONS_00025782.p1
OG0032280		Pocillopora_acuta_PredGene_experimental___TCONS_00025801.p1
OG0032281		Pocillopora_acuta_PredGene_experimental___TCONS_00025808.p1
OG0032282		Pocillopora_acuta_PredGene_experimental___TCONS_00025822.p1
OG0032283		Pocillopora_acuta_PredGene_experimental___TCONS_00025847.p1
OG0032284		Pocillopora_acuta_PredGene_experimental___TCONS_00025855.p1
OG0032285		Pocillopora_acuta_PredGene_experimental___TCONS_00025859.p1
OG0032286		Pocillopora_acuta_PredGene_experimental___TCONS_00025864.p1
OG0032287		Pocillopora_acuta_PredGene_experimental___TCONS_00025875.p1
OG0032288		Pocillopora_acuta_PredGene_experimental___TCONS_00025875.p2
OG0032289		Pocillopora_acuta_PredGene_experimental___TCONS_00025880.p3
OG0032290		Pocillopora_acuta_PredGene_experimental___TCONS_00025883.p1
OG0032291		Pocillopora_acuta_PredGene_experimental___TCONS_00025885.p2
OG0032292		Pocillopora_acuta_PredGene_experimental___TCONS_00025885.p1
OG0032293		Pocillopora_acuta_PredGene_experimental___TCONS_00025887.p2
OG0032294		Pocillopora_acuta_PredGene_experimental___TCONS_00025889.p1
OG0032295		Pocillopora_acuta_PredGene_experimental___TCONS_00025891.p1
OG0032296		Pocillopora_acuta_PredGene_experimental___TCONS_00025908.p2
OG0032297		Pocillopora_acuta_PredGene_experimental___TCONS_00025915.p2
OG0032298		Pocillopora_acuta_PredGene_experimental___TCONS_00025917.p2
OG0032299		Pocillopora_acuta_PredGene_experimental___TCONS_00025924.p1
OG0032300		Pocillopora_acuta_PredGene_experimental___TCONS_00025931.p1
OG0032301		Pocillopora_acuta_PredGene_experimental___TCONS_00025932.p1
OG0032302		Pocillopora_acuta_PredGene_experimental___TCONS_00025954.p1
OG0032303		Pocillopora_acuta_PredGene_experimental___TCONS_00025965.p1
OG0032304		Pocillopora_acuta_PredGene_experimental___TCONS_00025973.p1
OG0032305		Pocillopora_acuta_PredGene_experimental___TCONS_00025978.p1
OG0032306		Pocillopora_acuta_PredGene_experimental___TCONS_00025980.p1
OG0032307		Pocillopora_acuta_PredGene_experimental___TCONS_00025981.p1
OG0032308		Pocillopora_acuta_PredGene_experimental___TCONS_00025982.p1
OG0032309		Pocillopora_acuta_PredGene_experimental___TCONS_00025982.p2
OG0032310		Pocillopora_acuta_PredGene_experimental___TCONS_00025988.p1
OG0032311		Pocillopora_acuta_PredGene_experimental___TCONS_00025992.p1
OG0032312		Pocillopora_acuta_PredGene_experimental___TCONS_00025996.p1
OG0032313		Pocillopora_acuta_PredGene_experimental___TCONS_00025997.p1
OG0032314		Pocillopora_acuta_PredGene_experimental___TCONS_00025998.p2
OG0032315		Pocillopora_acuta_PredGene_experimental___TCONS_00026001.p1
OG0032316		Pocillopora_acuta_PredGene_experimental___TCONS_00026006.p1
OG0032317		Pocillopora_acuta_PredGene_experimental___TCONS_00026011.p1
OG0032318		Pocillopora_acuta_PredGene_experimental___TCONS_00026016.p2
OG0032319		Pocillopora_acuta_PredGene_experimental___TCONS_00026023.p1
OG0032320		Pocillopora_acuta_PredGene_experimental___TCONS_00026050.p1
OG0032321		Pocillopora_acuta_PredGene_experimental___TCONS_00026054.p1
OG0032322		Pocillopora_acuta_PredGene_experimental___TCONS_00026060.p3
OG0032323		Pocillopora_acuta_PredGene_experimental___TCONS_00026075.p1
OG0032324		Pocillopora_acuta_PredGene_experimental___TCONS_00026076.p1
OG0032325		Pocillopora_acuta_PredGene_experimental___TCONS_00026077.p1
OG0032326		Pocillopora_acuta_PredGene_experimental___TCONS_00026079.p1
OG0032327		Pocillopora_acuta_PredGene_experimental___TCONS_00026081.p2
OG0032328		Pocillopora_acuta_PredGene_experimental___TCONS_00026088.p2
OG0032329		Pocillopora_acuta_PredGene_experimental___TCONS_00026088.p4
OG0032330		Pocillopora_acuta_PredGene_experimental___TCONS_00026097.p1
OG0032331		Pocillopora_acuta_PredGene_experimental___TCONS_00026100.p1
OG0032332		Pocillopora_acuta_PredGene_experimental___TCONS_00026101.p1
OG0032333		Pocillopora_acuta_PredGene_experimental___TCONS_00026102.p1
OG0032334		Pocillopora_acuta_PredGene_experimental___TCONS_00026102.p2
OG0032335		Pocillopora_acuta_PredGene_experimental___TCONS_00026103.p1
OG0032336		Pocillopora_acuta_PredGene_experimental___TCONS_00026107.p1
OG0032337		Pocillopora_acuta_PredGene_experimental___TCONS_00026109.p2
OG0032338		Pocillopora_acuta_PredGene_experimental___TCONS_00026109.p1
OG0032339		Pocillopora_acuta_PredGene_experimental___TCONS_00026116.p4
OG0032340		Pocillopora_acuta_PredGene_experimental___TCONS_00026131.p1
OG0032341		Pocillopora_acuta_PredGene_experimental___TCONS_00026133.p1
OG0032342		Pocillopora_acuta_PredGene_experimental___TCONS_00026149.p2
OG0032343		Pocillopora_acuta_PredGene_experimental___TCONS_00026152.p1
OG0032344		Pocillopora_acuta_PredGene_experimental___TCONS_00026154.p1
OG0032345		Pocillopora_acuta_PredGene_experimental___TCONS_00026156.p1
OG0032346		Pocillopora_acuta_PredGene_experimental___TCONS_00026157.p1
OG0032347		Pocillopora_acuta_PredGene_experimental___TCONS_00026158.p1
OG0032348		Pocillopora_acuta_PredGene_experimental___TCONS_00026163.p1
OG0032349		Pocillopora_acuta_PredGene_experimental___TCONS_00026164.p1
OG0032350		Pocillopora_acuta_PredGene_experimental___TCONS_00026176.p1
OG0032351		Pocillopora_acuta_PredGene_experimental___TCONS_00026201.p1
OG0032352		Pocillopora_acuta_PredGene_experimental___TCONS_00026203.p1
OG0032353		Pocillopora_acuta_PredGene_experimental___TCONS_00026206.p1
OG0032354		Pocillopora_acuta_PredGene_experimental___TCONS_00026227.p1
OG0032355		Pocillopora_acuta_PredGene_experimental___TCONS_00026228.p1
OG0032356		Pocillopora_acuta_PredGene_experimental___TCONS_00026233.p1
OG0032357		Pocillopora_acuta_PredGene_experimental___TCONS_00026234.p1
OG0032358		Pocillopora_acuta_PredGene_experimental___TCONS_00026241.p1
OG0032359		Pocillopora_acuta_PredGene_experimental___TCONS_00026242.p1
OG0032360		Pocillopora_acuta_PredGene_experimental___TCONS_00026254.p1
OG0032361		Pocillopora_acuta_PredGene_experimental___TCONS_00026258.p1
OG0032362		Pocillopora_acuta_PredGene_experimental___TCONS_00026262.p1
