Orthogroup	Mcap.protein	Pocillopora_acuta_PredGenes_experimental_v1.transcripts.pep	Total
OG0012650	0	3	3
OG0012651	0	3	3
OG0012652	0	3	3
OG0012653	0	3	3
OG0012654	0	3	3
OG0012655	0	3	3
OG0012656	0	3	3
OG0012657	0	3	3
OG0012658	0	3	3
OG0012659	0	3	3
OG0012660	0	3	3
OG0012661	0	3	3
OG0012662	0	3	3
OG0012663	0	3	3
OG0012664	0	3	3
OG0012665	0	3	3
OG0012666	0	3	3
OG0012667	0	3	3
OG0012668	0	3	3
OG0012669	0	3	3
OG0012670	0	3	3
OG0012671	0	3	3
OG0012672	0	3	3
OG0012673	0	3	3
OG0012674	0	3	3
OG0012675	0	3	3
OG0012676	0	3	3
OG0012677	0	3	3
OG0012678	0	3	3
OG0012679	0	3	3
OG0012680	0	3	3
OG0012681	0	3	3
OG0012682	0	3	3
OG0012683	0	3	3
OG0012684	0	3	3
OG0012685	0	3	3
OG0012686	0	3	3
OG0012687	0	3	3
OG0012688	0	3	3
OG0012689	0	3	3
OG0012690	0	3	3
OG0012691	0	3	3
OG0012692	0	3	3
OG0012693	0	3	3
OG0012694	0	3	3
OG0012695	0	3	3
OG0012696	0	3	3
OG0012697	0	3	3
OG0012698	0	3	3
OG0012699	0	3	3
OG0012700	0	3	3
OG0012701	0	3	3
OG0012702	0	3	3
OG0012703	0	3	3
OG0012704	0	3	3
OG0012705	0	3	3
OG0012706	0	3	3
OG0012707	0	3	3
OG0012708	0	3	3
OG0012709	0	3	3
OG0012710	0	3	3
OG0012711	0	3	3
OG0012712	0	3	3
OG0012713	0	3	3
OG0012714	0	3	3
OG0012715	0	3	3
OG0012716	0	3	3
OG0012717	0	3	3
OG0012718	0	3	3
OG0012719	0	3	3
OG0012720	0	3	3
OG0012721	0	3	3
OG0012722	0	3	3
OG0012723	0	3	3
OG0012724	0	3	3
OG0012725	0	3	3
OG0012726	0	3	3
OG0012727	0	3	3
OG0012728	0	3	3
OG0012729	0	3	3
OG0012730	0	3	3
OG0012731	0	3	3
OG0012732	0	3	3
OG0012733	0	3	3
OG0012734	0	3	3
OG0012735	0	3	3
OG0012736	0	3	3
OG0012737	0	3	3
OG0012738	0	3	3
OG0012739	0	3	3
OG0012740	0	3	3
OG0012741	0	3	3
OG0012742	0	3	3
OG0012743	0	3	3
OG0012744	0	3	3
OG0012745	0	3	3
OG0012746	0	3	3
OG0012747	0	3	3
OG0012748	0	3	3
OG0012749	0	3	3
OG0012750	0	3	3
OG0012751	0	3	3
OG0012752	0	3	3
OG0012753	0	3	3
OG0012754	0	3	3
OG0012755	0	3	3
OG0012756	0	3	3
OG0012757	0	3	3
OG0012758	0	3	3
OG0012759	0	3	3
OG0012760	0	3	3
OG0012761	0	3	3
OG0012762	0	3	3
OG0012763	0	3	3
OG0012764	0	3	3
OG0012765	0	3	3
OG0012766	0	3	3
OG0012767	0	3	3
OG0012768	0	3	3
OG0012769	0	3	3
OG0012770	0	3	3
OG0012771	0	3	3
OG0012772	0	3	3
OG0012773	0	3	3
OG0012774	0	3	3
OG0012775	0	3	3
OG0012776	0	3	3
OG0012777	0	3	3
OG0012778	0	3	3
OG0012779	0	3	3
OG0012780	0	3	3
OG0012781	0	3	3
OG0012782	0	3	3
OG0012783	0	3	3
OG0012784	0	3	3
OG0012785	0	3	3
OG0012786	0	3	3
OG0012787	0	3	3
OG0012788	0	3	3
OG0012789	0	3	3
OG0012790	0	3	3
OG0012791	0	3	3
OG0012792	0	3	3
OG0012793	0	3	3
OG0012794	0	3	3
OG0012795	0	3	3
OG0012796	0	3	3
OG0012797	0	3	3
OG0012798	0	3	3
OG0012799	0	3	3
OG0012800	0	3	3
OG0012801	0	3	3
OG0012802	0	3	3
OG0012803	0	3	3
OG0012804	0	3	3
OG0012805	0	3	3
OG0012806	0	3	3
OG0012807	0	3	3
OG0012808	0	3	3
OG0012809	0	3	3
OG0012810	0	3	3
OG0012811	0	3	3
OG0012812	0	3	3
OG0012813	0	3	3
OG0012814	0	3	3
OG0012815	0	3	3
OG0012816	0	3	3
OG0012817	0	3	3
OG0012818	0	3	3
OG0012819	0	3	3
OG0012820	0	3	3
OG0012821	0	3	3
OG0012822	0	3	3
OG0012823	0	3	3
OG0012824	0	3	3
OG0012825	0	3	3
OG0012826	0	3	3
OG0012827	0	3	3
OG0012828	0	3	3
OG0012829	0	3	3
OG0012830	0	3	3
OG0012831	0	3	3
OG0012832	0	3	3
OG0012833	0	3	3
OG0012834	0	3	3
OG0012835	0	3	3
OG0012836	0	3	3
OG0012837	0	3	3
OG0012838	0	3	3
OG0012839	0	3	3
OG0012840	0	3	3
OG0012841	0	3	3
OG0012842	0	3	3
OG0012843	0	3	3
OG0012844	0	3	3
OG0012845	0	3	3
OG0012846	0	3	3
OG0012847	0	3	3
OG0012848	0	3	3
OG0012849	0	3	3
OG0012850	0	3	3
OG0012851	0	3	3
OG0012852	0	3	3
OG0012853	0	3	3
OG0012854	0	3	3
OG0012855	0	3	3
OG0012856	0	3	3
OG0012857	0	3	3
OG0012858	0	3	3
OG0012859	0	3	3
OG0012860	0	3	3
OG0012861	0	3	3
OG0012862	0	3	3
OG0012863	0	3	3
OG0012864	0	3	3
OG0012865	0	3	3
OG0012866	0	3	3
OG0012867	0	3	3
OG0012868	0	3	3
OG0012869	0	3	3
OG0012870	0	3	3
OG0012871	0	3	3
OG0012872	0	3	3
OG0012873	0	3	3
OG0012874	0	3	3
OG0012875	0	3	3
OG0012876	0	3	3
OG0012877	0	3	3
OG0012878	0	3	3
OG0012879	0	3	3
OG0012880	0	3	3
OG0012881	0	3	3
OG0012882	0	3	3
OG0012883	0	3	3
OG0012884	0	3	3
OG0012885	0	3	3
OG0012886	0	3	3
OG0012887	0	3	3
OG0012888	0	3	3
OG0012889	0	3	3
OG0012890	0	3	3
OG0012891	0	3	3
OG0012892	0	3	3
OG0012893	0	3	3
OG0012894	0	3	3
OG0012895	0	3	3
OG0012896	0	3	3
OG0012897	0	3	3
OG0012898	0	3	3
OG0012899	0	3	3
OG0012900	0	3	3
OG0012901	0	3	3
OG0012902	0	3	3
OG0012903	0	3	3
OG0012904	0	3	3
OG0012905	0	3	3
OG0012906	0	3	3
OG0012907	0	3	3
OG0012908	0	3	3
OG0012909	0	3	3
OG0012910	0	3	3
OG0012911	0	3	3
OG0012912	0	3	3
OG0012913	0	3	3
OG0012914	0	3	3
OG0012915	0	3	3
OG0012916	0	3	3
OG0012917	0	3	3
OG0012918	0	3	3
OG0012919	0	3	3
OG0012920	0	3	3
OG0012921	0	3	3
OG0012922	0	3	3
OG0012923	0	3	3
OG0012924	0	3	3
OG0012925	0	3	3
OG0012926	0	3	3
OG0012927	0	3	3
OG0012928	0	3	3
OG0012929	0	3	3
OG0012930	0	3	3
OG0012931	0	3	3
OG0012932	0	3	3
OG0012933	0	3	3
OG0012934	0	3	3
OG0012935	0	3	3
OG0012936	0	3	3
OG0012937	0	3	3
OG0012938	0	3	3
OG0012939	0	3	3
OG0012940	0	3	3
OG0012941	0	3	3
OG0012942	0	3	3
OG0012943	0	3	3
OG0012944	0	3	3
OG0012945	0	3	3
OG0012946	0	3	3
OG0012947	0	3	3
OG0012948	0	3	3
OG0012949	0	3	3
OG0012950	0	3	3
OG0012951	0	3	3
OG0012952	0	3	3
OG0012953	0	3	3
OG0012954	0	3	3
OG0012955	0	3	3
OG0012956	0	3	3
OG0012957	0	3	3
OG0012958	0	3	3
OG0012959	0	3	3
OG0012960	0	3	3
OG0012961	0	3	3
OG0012962	0	3	3
OG0012963	0	3	3
OG0012964	0	3	3
OG0012965	0	3	3
OG0012966	0	3	3
OG0012967	0	3	3
OG0012968	0	3	3
OG0012969	0	3	3
OG0012970	0	3	3
OG0012971	0	3	3
OG0012972	0	3	3
OG0012973	0	3	3
OG0012974	0	3	3
OG0012975	0	3	3
OG0012976	0	3	3
OG0012977	0	3	3
OG0012978	0	3	3
OG0012979	0	3	3
OG0012980	0	3	3
OG0012981	0	3	3
OG0012982	0	3	3
OG0012983	0	3	3
OG0012984	0	3	3
OG0012985	0	3	3
OG0012986	0	3	3
OG0012987	0	3	3
OG0012988	0	3	3
OG0012989	0	3	3
OG0012990	0	3	3
OG0012991	0	3	3
OG0012992	0	3	3
OG0012993	0	3	3
OG0012994	0	3	3
OG0012995	0	3	3
OG0012996	0	3	3
OG0012997	0	3	3
OG0012998	0	3	3
OG0012999	0	3	3
OG0013000	0	3	3
OG0013001	0	3	3
OG0013002	0	3	3
OG0013003	0	3	3
OG0013004	0	3	3
OG0013005	0	3	3
OG0013006	0	3	3
OG0013007	0	3	3
OG0013008	0	3	3
OG0013009	0	3	3
OG0013010	0	3	3
OG0013011	0	3	3
OG0013012	0	3	3
OG0013013	0	3	3
OG0013014	1	1	2
OG0013015	1	1	2
OG0013016	1	1	2
OG0013017	1	1	2
OG0013018	1	1	2
OG0013019	2	0	2
OG0013020	1	1	2
OG0013021	1	1	2
OG0013022	1	1	2
OG0013023	1	1	2
OG0013024	1	1	2
OG0013025	1	1	2
OG0013026	1	1	2
OG0013027	1	1	2
OG0013028	1	1	2
OG0013029	1	1	2
OG0013030	1	1	2
OG0013031	1	1	2
OG0013032	1	1	2
OG0013033	1	1	2
OG0013034	1	1	2
OG0013035	1	1	2
OG0013036	1	1	2
OG0013037	2	0	2
OG0013038	1	1	2
OG0013039	1	1	2
OG0013040	2	0	2
OG0013041	1	1	2
OG0013042	1	1	2
OG0013043	1	1	2
OG0013044	2	0	2
OG0013045	1	1	2
OG0013046	2	0	2
OG0013047	2	0	2
OG0013048	2	0	2
OG0013049	2	0	2
OG0013050	1	1	2
OG0013051	1	1	2
OG0013052	1	1	2
OG0013053	2	0	2
OG0013054	2	0	2
OG0013055	1	1	2
OG0013056	2	0	2
OG0013057	1	1	2
OG0013058	1	1	2
OG0013059	1	1	2
OG0013060	1	1	2
OG0013061	1	1	2
OG0013062	1	1	2
OG0013063	1	1	2
OG0013064	1	1	2
OG0013065	1	1	2
OG0013066	2	0	2
OG0013067	2	0	2
OG0013068	1	1	2
OG0013069	1	1	2
OG0013070	2	0	2
OG0013071	2	0	2
OG0013072	1	1	2
OG0013073	1	1	2
OG0013074	2	0	2
OG0013075	1	1	2
OG0013076	1	1	2
OG0013077	2	0	2
OG0013078	1	1	2
OG0013079	2	0	2
OG0013080	1	1	2
OG0013081	1	1	2
OG0013082	1	1	2
OG0013083	1	1	2
OG0013084	1	1	2
OG0013085	1	1	2
OG0013086	1	1	2
OG0013087	1	1	2
OG0013088	2	0	2
OG0013089	1	1	2
OG0013090	1	1	2
OG0013091	1	1	2
OG0013092	2	0	2
OG0013093	2	0	2
OG0013094	1	1	2
OG0013095	2	0	2
OG0013096	1	1	2
OG0013097	2	0	2
OG0013098	1	1	2
OG0013099	2	0	2
OG0013100	1	1	2
OG0013101	1	1	2
OG0013102	2	0	2
OG0013103	1	1	2
OG0013104	2	0	2
OG0013105	1	1	2
OG0013106	1	1	2
OG0013107	1	1	2
OG0013108	1	1	2
OG0013109	2	0	2
OG0013110	1	1	2
OG0013111	2	0	2
OG0013112	2	0	2
OG0013113	1	1	2
OG0013114	2	0	2
OG0013115	1	1	2
OG0013116	1	1	2
OG0013117	1	1	2
OG0013118	1	1	2
OG0013119	2	0	2
OG0013120	1	1	2
OG0013121	1	1	2
OG0013122	1	1	2
OG0013123	2	0	2
OG0013124	1	1	2
OG0013125	1	1	2
OG0013126	2	0	2
OG0013127	1	1	2
OG0013128	1	1	2
OG0013129	1	1	2
OG0013130	1	1	2
OG0013131	1	1	2
OG0013132	2	0	2
OG0013133	2	0	2
OG0013134	1	1	2
OG0013135	1	1	2
OG0013136	2	0	2
OG0013137	1	1	2
OG0013138	1	1	2
OG0013139	1	1	2
OG0013140	2	0	2
OG0013141	2	0	2
OG0013142	1	1	2
OG0013143	1	1	2
OG0013144	2	0	2
OG0013145	1	1	2
OG0013146	1	1	2
OG0013147	1	1	2
OG0013148	1	1	2
OG0013149	1	1	2
OG0013150	1	1	2
OG0013151	1	1	2
OG0013152	1	1	2
OG0013153	1	1	2
OG0013154	1	1	2
OG0013155	1	1	2
OG0013156	1	1	2
OG0013157	1	1	2
OG0013158	1	1	2
OG0013159	1	1	2
OG0013160	1	1	2
OG0013161	1	1	2
OG0013162	1	1	2
OG0013163	2	0	2
OG0013164	1	1	2
OG0013165	2	0	2
OG0013166	1	1	2
OG0013167	1	1	2
OG0013168	2	0	2
OG0013169	1	1	2
OG0013170	2	0	2
OG0013171	2	0	2
OG0013172	1	1	2
OG0013173	1	1	2
OG0013174	1	1	2
OG0013175	1	1	2
OG0013176	1	1	2
OG0013177	2	0	2
OG0013178	2	0	2
OG0013179	1	1	2
OG0013180	2	0	2
OG0013181	1	1	2
OG0013182	1	1	2
OG0013183	1	1	2
OG0013184	1	1	2
OG0013185	1	1	2
OG0013186	1	1	2
OG0013187	1	1	2
OG0013188	1	1	2
OG0013189	1	1	2
OG0013190	1	1	2
OG0013191	2	0	2
OG0013192	1	1	2
OG0013193	2	0	2
OG0013194	1	1	2
OG0013195	1	1	2
OG0013196	2	0	2
OG0013197	1	1	2
OG0013198	1	1	2
OG0013199	1	1	2
OG0013200	2	0	2
OG0013201	1	1	2
OG0013202	2	0	2
OG0013203	2	0	2
OG0013204	1	1	2
OG0013205	1	1	2
OG0013206	1	1	2
OG0013207	1	1	2
OG0013208	1	1	2
OG0013209	2	0	2
OG0013210	2	0	2
OG0013211	1	1	2
OG0013212	1	1	2
OG0013213	1	1	2
OG0013214	2	0	2
OG0013215	1	1	2
OG0013216	2	0	2
OG0013217	1	1	2
OG0013218	1	1	2
OG0013219	1	1	2
OG0013220	2	0	2
OG0013221	1	1	2
OG0013222	2	0	2
OG0013223	2	0	2
OG0013224	2	0	2
OG0013225	1	1	2
OG0013226	2	0	2
OG0013227	2	0	2
OG0013228	1	1	2
OG0013229	1	1	2
OG0013230	1	1	2
OG0013231	1	1	2
OG0013232	1	1	2
OG0013233	1	1	2
OG0013234	2	0	2
OG0013235	1	1	2
OG0013236	1	1	2
OG0013237	1	1	2
OG0013238	2	0	2
OG0013239	1	1	2
OG0013240	1	1	2
OG0013241	2	0	2
OG0013242	1	1	2
OG0013243	1	1	2
OG0013244	1	1	2
OG0013245	1	1	2
OG0013246	1	1	2
OG0013247	1	1	2
OG0013248	1	1	2
OG0013249	1	1	2
OG0013250	1	1	2
OG0013251	1	1	2
OG0013252	2	0	2
OG0013253	1	1	2
OG0013254	2	0	2
OG0013255	1	1	2
OG0013256	2	0	2
OG0013257	1	1	2
OG0013258	1	1	2
OG0013259	2	0	2
OG0013260	2	0	2
OG0013261	1	1	2
OG0013262	1	1	2
OG0013263	2	0	2
OG0013264	1	1	2
OG0013265	1	1	2
OG0013266	1	1	2
OG0013267	1	1	2
OG0013268	1	1	2
OG0013269	1	1	2
OG0013270	1	1	2
OG0013271	2	0	2
OG0013272	2	0	2
OG0013273	1	1	2
OG0013274	1	1	2
OG0013275	1	1	2
OG0013276	1	1	2
OG0013277	1	1	2
OG0013278	2	0	2
OG0013279	1	1	2
OG0013280	1	1	2
OG0013281	1	1	2
OG0013282	1	1	2
OG0013283	1	1	2
OG0013284	2	0	2
OG0013285	1	1	2
OG0013286	2	0	2
OG0013287	1	1	2
OG0013288	1	1	2
OG0013289	2	0	2
OG0013290	1	1	2
OG0013291	1	1	2
OG0013292	1	1	2
OG0013293	2	0	2
OG0013294	1	1	2
OG0013295	1	1	2
OG0013296	1	1	2
OG0013297	1	1	2
OG0013298	1	1	2
OG0013299	1	1	2
OG0013300	1	1	2
OG0013301	2	0	2
OG0013302	1	1	2
OG0013303	1	1	2
OG0013304	1	1	2
OG0013305	1	1	2
OG0013306	1	1	2
OG0013307	1	1	2
OG0013308	2	0	2
OG0013309	1	1	2
OG0013310	2	0	2
OG0013311	1	1	2
OG0013312	1	1	2
OG0013313	1	1	2
OG0013314	1	1	2
OG0013315	2	0	2
OG0013316	2	0	2
OG0013317	1	1	2
OG0013318	1	1	2
OG0013319	1	1	2
OG0013320	1	1	2
OG0013321	1	1	2
OG0013322	1	1	2
OG0013323	1	1	2
OG0013324	1	1	2
OG0013325	1	1	2
OG0013326	1	1	2
OG0013327	1	1	2
OG0013328	1	1	2
OG0013329	1	1	2
OG0013330	1	1	2
OG0013331	1	1	2
OG0013332	1	1	2
OG0013333	1	1	2
OG0013334	1	1	2
OG0013335	1	1	2
OG0013336	1	1	2
OG0013337	1	1	2
OG0013338	1	1	2
OG0013339	2	0	2
OG0013340	1	1	2
OG0013341	2	0	2
OG0013342	1	1	2
OG0013343	2	0	2
OG0013344	1	1	2
OG0013345	1	1	2
OG0013346	2	0	2
OG0013347	1	1	2
OG0013348	1	1	2
OG0013349	2	0	2
OG0013350	1	1	2
OG0013351	1	1	2
OG0013352	1	1	2
OG0013353	1	1	2
OG0013354	2	0	2
OG0013355	1	1	2
OG0013356	1	1	2
OG0013357	1	1	2
OG0013358	1	1	2
OG0013359	2	0	2
OG0013360	1	1	2
OG0013361	1	1	2
OG0013362	1	1	2
OG0013363	1	1	2
OG0013364	1	1	2
OG0013365	1	1	2
OG0013366	1	1	2
OG0013367	1	1	2
OG0013368	1	1	2
OG0013369	1	1	2
OG0013370	1	1	2
OG0013371	1	1	2
OG0013372	1	1	2
OG0013373	2	0	2
OG0013374	1	1	2
OG0013375	1	1	2
OG0013376	1	1	2
OG0013377	1	1	2
OG0013378	2	0	2
OG0013379	1	1	2
OG0013380	1	1	2
OG0013381	1	1	2
OG0013382	1	1	2
OG0013383	2	0	2
OG0013384	2	0	2
OG0013385	1	1	2
OG0013386	1	1	2
OG0013387	1	1	2
OG0013388	1	1	2
OG0013389	1	1	2
OG0013390	1	1	2
OG0013391	1	1	2
OG0013392	1	1	2
OG0013393	1	1	2
OG0013394	1	1	2
OG0013395	2	0	2
OG0013396	1	1	2
OG0013397	1	1	2
OG0013398	1	1	2
OG0013399	1	1	2
OG0013400	1	1	2
OG0013401	2	0	2
OG0013402	1	1	2
OG0013403	1	1	2
OG0013404	1	1	2
OG0013405	1	1	2
OG0013406	1	1	2
OG0013407	1	1	2
OG0013408	1	1	2
OG0013409	1	1	2
OG0013410	1	1	2
OG0013411	2	0	2
OG0013412	1	1	2
OG0013413	1	1	2
OG0013414	1	1	2
OG0013415	1	1	2
OG0013416	1	1	2
OG0013417	1	1	2
OG0013418	1	1	2
OG0013419	1	1	2
OG0013420	1	1	2
OG0013421	2	0	2
OG0013422	2	0	2
OG0013423	2	0	2
OG0013424	2	0	2
OG0013425	1	1	2
OG0013426	1	1	2
OG0013427	1	1	2
OG0013428	1	1	2
OG0013429	2	0	2
OG0013430	1	1	2
OG0013431	1	1	2
OG0013432	2	0	2
OG0013433	1	1	2
OG0013434	1	1	2
OG0013435	2	0	2
OG0013436	2	0	2
OG0013437	2	0	2
OG0013438	1	1	2
OG0013439	1	1	2
OG0013440	1	1	2
OG0013441	1	1	2
OG0013442	1	1	2
OG0013443	1	1	2
OG0013444	2	0	2
OG0013445	2	0	2
OG0013446	2	0	2
OG0013447	1	1	2
OG0013448	2	0	2
OG0013449	2	0	2
OG0013450	1	1	2
OG0013451	2	0	2
OG0013452	2	0	2
OG0013453	1	1	2
OG0013454	2	0	2
OG0013455	2	0	2
OG0013456	1	1	2
OG0013457	1	1	2
OG0013458	2	0	2
OG0013459	1	1	2
OG0013460	1	1	2
OG0013461	1	1	2
OG0013462	1	1	2
OG0013463	1	1	2
OG0013464	1	1	2
OG0013465	2	0	2
OG0013466	2	0	2
OG0013467	1	1	2
OG0013468	1	1	2
OG0013469	1	1	2
OG0013470	1	1	2
OG0013471	1	1	2
OG0013472	1	1	2
OG0013473	1	1	2
OG0013474	1	1	2
OG0013475	2	0	2
OG0013476	1	1	2
OG0013477	1	1	2
OG0013478	1	1	2
OG0013479	1	1	2
OG0013480	2	0	2
OG0013481	1	1	2
OG0013482	1	1	2
OG0013483	1	1	2
OG0013484	1	1	2
OG0013485	1	1	2
OG0013486	2	0	2
OG0013487	2	0	2
OG0013488	2	0	2
OG0013489	2	0	2
OG0013490	1	1	2
OG0013491	2	0	2
OG0013492	1	1	2
OG0013493	1	1	2
OG0013494	1	1	2
OG0013495	1	1	2
OG0013496	1	1	2
OG0013497	2	0	2
OG0013498	1	1	2
OG0013499	1	1	2
OG0013500	2	0	2
OG0013501	2	0	2
OG0013502	2	0	2
OG0013503	1	1	2
OG0013504	1	1	2
OG0013505	1	1	2
OG0013506	1	1	2
OG0013507	2	0	2
OG0013508	2	0	2
OG0013509	1	1	2
OG0013510	1	1	2
OG0013511	1	1	2
OG0013512	2	0	2
OG0013513	1	1	2
OG0013514	1	1	2
OG0013515	1	1	2
OG0013516	2	0	2
OG0013517	1	1	2
OG0013518	1	1	2
OG0013519	1	1	2
OG0013520	2	0	2
OG0013521	1	1	2
OG0013522	1	1	2
OG0013523	2	0	2
OG0013524	1	1	2
OG0013525	2	0	2
OG0013526	1	1	2
OG0013527	1	1	2
OG0013528	1	1	2
OG0013529	1	1	2
OG0013530	1	1	2
OG0013531	2	0	2
OG0013532	1	1	2
OG0013533	1	1	2
OG0013534	2	0	2
OG0013535	1	1	2
OG0013536	1	1	2
OG0013537	1	1	2
OG0013538	1	1	2
OG0013539	1	1	2
OG0013540	1	1	2
OG0013541	1	1	2
OG0013542	2	0	2
OG0013543	1	1	2
OG0013544	1	1	2
OG0013545	1	1	2
OG0013546	1	1	2
OG0013547	2	0	2
OG0013548	2	0	2
OG0013549	2	0	2
OG0013550	2	0	2
OG0013551	1	1	2
OG0013552	2	0	2
OG0013553	1	1	2
OG0013554	1	1	2
OG0013555	2	0	2
OG0013556	2	0	2
OG0013557	2	0	2
OG0013558	2	0	2
OG0013559	2	0	2
OG0013560	1	1	2
OG0013561	1	1	2
OG0013562	1	1	2
OG0013563	1	1	2
OG0013564	2	0	2
OG0013565	2	0	2
OG0013566	1	1	2
OG0013567	1	1	2
OG0013568	1	1	2
OG0013569	1	1	2
OG0013570	2	0	2
OG0013571	1	1	2
OG0013572	1	1	2
OG0013573	1	1	2
OG0013574	1	1	2
OG0013575	1	1	2
OG0013576	1	1	2
OG0013577	1	1	2
OG0013578	1	1	2
OG0013579	1	1	2
OG0013580	1	1	2
OG0013581	1	1	2
OG0013582	1	1	2
OG0013583	1	1	2
OG0013584	1	1	2
OG0013585	1	1	2
OG0013586	2	0	2
OG0013587	1	1	2
OG0013588	1	1	2
OG0013589	1	1	2
OG0013590	1	1	2
OG0013591	1	1	2
OG0013592	1	1	2
OG0013593	2	0	2
OG0013594	1	1	2
OG0013595	1	1	2
OG0013596	2	0	2
OG0013597	2	0	2
OG0013598	2	0	2
OG0013599	2	0	2
OG0013600	1	1	2
OG0013601	1	1	2
OG0013602	2	0	2
OG0013603	1	1	2
OG0013604	1	1	2
OG0013605	1	1	2
OG0013606	1	1	2
OG0013607	1	1	2
OG0013608	2	0	2
OG0013609	1	1	2
OG0013610	2	0	2
OG0013611	1	1	2
OG0013612	1	1	2
OG0013613	2	0	2
OG0013614	2	0	2
OG0013615	2	0	2
OG0013616	2	0	2
OG0013617	1	1	2
OG0013618	1	1	2
OG0013619	2	0	2
OG0013620	1	1	2
OG0013621	2	0	2
OG0013622	1	1	2
OG0013623	1	1	2
OG0013624	2	0	2
OG0013625	1	1	2
OG0013626	1	1	2
OG0013627	1	1	2
OG0013628	1	1	2
OG0013629	1	1	2
OG0013630	1	1	2
OG0013631	2	0	2
OG0013632	2	0	2
OG0013633	1	1	2
OG0013634	2	0	2
OG0013635	1	1	2
OG0013636	2	0	2
OG0013637	1	1	2
OG0013638	1	1	2
OG0013639	1	1	2
OG0013640	2	0	2
OG0013641	1	1	2
OG0013642	1	1	2
OG0013643	1	1	2
OG0013644	1	1	2
OG0013645	1	1	2
OG0013646	1	1	2
OG0013647	2	0	2
OG0013648	1	1	2
OG0013649	1	1	2
OG0013650	2	0	2
OG0013651	1	1	2
OG0013652	1	1	2
OG0013653	1	1	2
OG0013654	2	0	2
OG0013655	2	0	2
OG0013656	1	1	2
OG0013657	1	1	2
OG0013658	1	1	2
OG0013659	1	1	2
OG0013660	1	1	2
OG0013661	1	1	2
OG0013662	1	1	2
OG0013663	1	1	2
OG0013664	2	0	2
OG0013665	2	0	2
OG0013666	1	1	2
OG0013667	1	1	2
OG0013668	1	1	2
OG0013669	1	1	2
OG0013670	2	0	2
OG0013671	1	1	2
OG0013672	2	0	2
OG0013673	2	0	2
OG0013674	1	1	2
OG0013675	2	0	2
OG0013676	1	1	2
OG0013677	2	0	2
OG0013678	1	1	2
OG0013679	2	0	2
OG0013680	2	0	2
OG0013681	1	1	2
OG0013682	2	0	2
OG0013683	1	1	2
OG0013684	1	1	2
OG0013685	1	1	2
OG0013686	2	0	2
OG0013687	2	0	2
OG0013688	2	0	2
OG0013689	1	1	2
OG0013690	1	1	2
OG0013691	1	1	2
OG0013692	2	0	2
OG0013693	1	1	2
OG0013694	1	1	2
OG0013695	2	0	2
OG0013696	2	0	2
OG0013697	1	1	2
OG0013698	2	0	2
OG0013699	2	0	2
OG0013700	2	0	2
OG0013701	1	1	2
OG0013702	2	0	2
OG0013703	1	1	2
OG0013704	1	1	2
OG0013705	1	1	2
OG0013706	1	1	2
OG0013707	2	0	2
OG0013708	2	0	2
OG0013709	1	1	2
OG0013710	2	0	2
OG0013711	2	0	2
OG0013712	1	1	2
OG0013713	1	1	2
OG0013714	1	1	2
OG0013715	2	0	2
OG0013716	1	1	2
OG0013717	1	1	2
OG0013718	1	1	2
OG0013719	1	1	2
OG0013720	1	1	2
OG0013721	1	1	2
OG0013722	1	1	2
OG0013723	2	0	2
OG0013724	2	0	2
OG0013725	1	1	2
OG0013726	1	1	2
OG0013727	1	1	2
OG0013728	1	1	2
OG0013729	1	1	2
OG0013730	2	0	2
OG0013731	2	0	2
OG0013732	1	1	2
OG0013733	2	0	2
OG0013734	2	0	2
OG0013735	1	1	2
OG0013736	2	0	2
OG0013737	1	1	2
OG0013738	1	1	2
OG0013739	2	0	2
OG0013740	1	1	2
OG0013741	1	1	2
OG0013742	2	0	2
OG0013743	1	1	2
OG0013744	1	1	2
OG0013745	1	1	2
OG0013746	1	1	2
OG0013747	2	0	2
OG0013748	1	1	2
OG0013749	1	1	2
OG0013750	1	1	2
OG0013751	2	0	2
OG0013752	1	1	2
OG0013753	2	0	2
OG0013754	1	1	2
OG0013755	1	1	2
OG0013756	1	1	2
OG0013757	1	1	2
OG0013758	2	0	2
OG0013759	1	1	2
OG0013760	1	1	2
OG0013761	2	0	2
OG0013762	2	0	2
OG0013763	1	1	2
OG0013764	2	0	2
OG0013765	2	0	2
OG0013766	2	0	2
OG0013767	1	1	2
OG0013768	2	0	2
OG0013769	2	0	2
OG0013770	2	0	2
OG0013771	2	0	2
OG0013772	1	1	2
OG0013773	1	1	2
OG0013774	1	1	2
OG0013775	2	0	2
OG0013776	1	1	2
OG0013777	2	0	2
OG0013778	1	1	2
OG0013779	1	1	2
OG0013780	1	1	2
OG0013781	2	0	2
OG0013782	1	1	2
OG0013783	1	1	2
OG0013784	2	0	2
OG0013785	1	1	2
OG0013786	2	0	2
OG0013787	2	0	2
OG0013788	1	1	2
OG0013789	1	1	2
OG0013790	1	1	2
OG0013791	1	1	2
OG0013792	1	1	2
OG0013793	1	1	2
OG0013794	2	0	2
OG0013795	1	1	2
OG0013796	1	1	2
OG0013797	2	0	2
OG0013798	2	0	2
OG0013799	1	1	2
OG0013800	1	1	2
OG0013801	1	1	2
OG0013802	2	0	2
OG0013803	1	1	2
OG0013804	2	0	2
OG0013805	1	1	2
OG0013806	1	1	2
OG0013807	2	0	2
OG0013808	2	0	2
OG0013809	1	1	2
OG0013810	1	1	2
OG0013811	1	1	2
